full_address,lon,lat,transfer_tax,property_tax,property_tax_list

"13 Centre St, Boston, 2119",-71.092465,42.32994,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"268-270 Wood Ave, Boston, 2136",-71.109898,42.264913,0,15274.54,"[500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 599.0, 666.1800000000001, 932.49, 1407.09, 1669.78]"

"13 Greylock Rd, Boston, 2134",-71.135905,42.35062,0,66171.26,"[2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2450.0, 2628.8, 2766.11, 2859.31, 3228.69, 3886.9900000000002, 4251.36]"

"13 Garrison St, Boston, 2116",-71.080032,42.346065,250221,3777643.44,"[145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 145800.0, 150619.2, 154320.32, 156832.16, 166788.28, 184531.36000000002, 194352.12]"

"13 Haviland St, Boston, 2115",-71.088364,42.346469,102244,1386483.2399999995,"[33368.0, 33368.0, 33368.0, 33368.0, 35400.44, 37841.24, 40997.84, 44069.8, 46843.76, 50713.8, 50290.96, 51975.600000000006, 55398.84, 57717.2, 59407.96, 61238.48, 61354.72, 62867.36, 65342.56, 68230.76000000001, 70448.92, 71954.32, 77921.16, 88554.88, 94440.64]"

"13 Haynes St, Boston, 2128",-71.038638,42.366865,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"13 Hereford St, Boston, 2115",-71.086933,42.351084,122590,1630045.12,"[48000.0, 48000.0, 48000.0, 48000.0, 48000.0, 48000.0, 48000.0, 51296.0, 54272.28, 58424.6, 57970.92, 59778.44, 63451.36, 65938.84, 67752.92, 69716.95999999999, 69841.68, 71464.64, 74120.4, 77219.28, 79599.23999999999, 81214.4, 87616.48000000001, 99025.8, 105340.88]"

"13 Hereford St, Boston, 2115",-71.086933,42.351084,211918,3086013.5199999996,"[117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 117000.0, 119236.0, 122894.92, 127164.40000000001, 130443.36, 132668.68, 141489.12, 157208.24, 165908.80000000002]"

"11 Howell St, Boston, 2125",-71.057257,42.325019,0,32008.29,"[750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 842.0, 1028.94, 1155.55, 1247.88, 1347.8500000000001, 1354.19, 1436.8, 1571.97, 1729.7, 1850.83, 1933.04, 2258.9, 2839.61, 3161.03]"

"13-1/2 Howell St, Boston, 2125",-71.057297,42.32503,0,32008.29,"[750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 842.0, 1028.94, 1155.55, 1247.88, 1347.8500000000001, 1354.19, 1436.8, 1571.97, 1729.7, 1850.83, 1933.04, 2258.9, 2839.61, 3161.03]"

"13 Knowlton St, Boston, 2127",-71.049811,42.33246,0,15274.54,"[500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 599.0, 666.1800000000001, 932.49, 1407.09, 1669.78]"

"13-15 Lambert St, Boston, 2119",-71.090932,42.328271,0,104063.31999999999,"[4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4080.0, 4806.400000000001, 5416.92]"

"13 Marion St #F, Boston, 2131",-71.120462,42.286863,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"13 Park St, Boston, 2129",-71.061146,42.372513,11249,234732.38,"[8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8500.0, 8523.48, 8829.3, 9329.720000000001, 9913.619999999999, 10362.060000000001, 10666.42, 11872.74, 14022.56, 15212.48]"

"13 Wendover St, Boston, 2125",-71.066234,42.318442,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"13 Wiget St, Boston, 2113",-71.056058,42.363997,41910,486229.30000000005,"[18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 18500.0, 19304.0, 19921.46, 20340.52, 22001.52, 24961.64, 28200.16]"

"13 Gloucester St #1, Boston, 2115",-71.084881,42.350917,39365,463132.57999999996,"[17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17260.0, 17679.36, 18365.64, 19166.42, 19781.4, 20198.78, 21853.12, 24801.38, 27866.48]"

"13-15 Sagamore St, Boston, 2125",-71.055008,42.313311,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"251-253 Marlborough St #2, Boston, 2116",-71.082347,42.351967,88450,1150469.5999999999,"[44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 44400.0, 45592.8, 50320.64, 58746.28, 63409.88]"

"13 Gloucester St #3, Boston, 2115",-71.084881,42.350917,0,82491.59,"[2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 2990.0, 3093.86, 3263.84, 3462.17, 3614.4900000000002, 3717.86, 4127.6, 4857.81, 5523.96]"

"130 Appleton St #4C, Boston, 2116",-71.074831,42.34502,12126,237107.19999999998,"[9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9000.0, 9432.0, 9725.18, 10887.26, 12958.24, 14104.52]"

"130 Boston St, Boston, 2125",-71.0591,42.325066,19238,297272.9,"[11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11460.0, 11777.52, 13036.060000000001, 15278.94, 16520.38]"

"130 Bowdoin St, Boston, 2122",-71.071539,42.303441,272592,3689860.8800000004,"[153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 153000.0, 157367.96, 162464.8, 166379.16, 169035.72, 179565.4, 198330.64, 208717.2]"

"130 Chestnut St, Boston, 2108",-71.071955,42.356484,33787,574498.18,"[12400.0, 13331.6, 14124.880000000001, 14590.880000000001, 15271.460000000001, 16088.800000000001, 17145.82, 18174.48, 19103.36, 20399.300000000003, 20257.7, 20821.82, 21968.12, 22744.44, 23310.62, 23923.58, 23962.5, 24469.02, 25595.76, 27530.04, 29015.6, 30023.760000000002, 34019.880000000005, 41141.479999999996, 45083.28]"

"130 Commonwealth Ave, Boston, 2116",-71.077546,42.351717,712618,8620146.440000001,"[325000.0, 325000.0, 325000.0, 325000.0, 325000.0, 325000.0, 325000.0, 325000.0, 325000.0, 325000.0, 325000.0, 325000.0, 325000.0, 325000.0, 330700.0, 336871.2, 337263.04, 342362.48, 350707.08, 360444.04, 367922.04, 372997.12, 393112.96, 428962.0, 448804.48]"

"130 Chestnut St, Boston, 2108",-71.071955,42.356484,84505,1081978.3599999999,"[27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 29788.0, 32501.2, 34951.24, 38369.36, 37995.880000000005, 39483.84, 42507.32, 44554.96, 46048.28, 47665.08, 47767.72, 49103.72, 51289.880000000005, 53840.84, 55800.0, 57129.600000000006, 62399.68, 71791.64, 76990.12]"

"130 Everett St, Boston, 2128",-71.033101,42.366895,0,105938.73999999999,"[4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4000.0, 4162.0, 4271.9400000000005, 4707.72, 5968.68, 6828.4]"

"128 Fisher Ave, Boston, 2120",-71.10485,42.327836,59024,691750.96,"[27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 33560.0, 37190.96]"

"130 Fisher Ave, Boston, 2120",-71.104628,42.327911,59024,691750.96,"[27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 27000.0, 33560.0, 37190.96]"

"130-132 Fulton St #20, Boston, 2109",-71.052604,42.36302,0,469.11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129.4, 339.71]"

"130 Lincoln St #130, Boston, 2111",-71.058226,42.351328,0,93528.67,"[3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3490.0, 3693.76, 3850.2400000000002, 3956.4500000000003, 4377.400000000001, 5255.18, 6085.64]"

"130 Myrtle St, Boston, 2114",-71.068863,42.359231,124446,1644684.88,"[51000.0, 51000.0, 51000.0, 51000.0, 51000.0, 51000.0, 51000.0, 51000.0, 53968.0, 58108.76, 57656.32, 59458.840000000004, 63121.520000000004, 65602.08, 67411.08, 69369.68, 69494.04000000001, 71112.48000000001, 73760.84, 76851.08, 79224.4, 80835.12, 87219.36, 98596.92, 104894.36]"

"130 Northern Ave, Boston, 2210",-71.043724,42.351331,2665600,11446471.72,"[1146823.6400000001, 1162447.36, 1188013.76, 1217846.08, 1240757.32, 1256306.4000000001, 1317937.8, 1427772.84, 1488566.52]"

"130 Tremont St, Boston, 2111",-71.063003,42.355397,306750,4373511.68,"[146790.0, 146790.0, 146790.0, 146790.0, 146790.0, 146790.0, 146790.0, 146790.0, 152440.12, 160322.84, 159461.52, 162892.92, 169865.48, 174587.68, 178031.48, 181760.0, 181996.76, 185077.72, 190119.32, 196002.2, 200520.24, 203586.48, 215740.04, 237399.24, 249387.64]"

"130 Talbot Ave, Boston, 2124",-71.081169,42.293004,0,43649.35,"[1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1506.49, 1591.08, 1729.49, 1891.0, 2015.04, 2099.2200000000003, 2432.88, 3027.51, 3356.64]"

"130 Talbot Ave, Boston, 2124",-71.081169,42.293004,36539,456741.24,"[18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 18000.0, 20640.0, 22101.24]"

"130 Train St, Boston, 2122",-71.053349,42.291427,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"130 Tremont St, Boston, 2111",-71.063003,42.355397,326485,4546068.079999999,"[157000.0, 157000.0, 157000.0, 157000.0, 157000.0, 157000.0, 157000.0, 157000.0, 157000.0, 165056.0, 164175.76, 167682.56, 174808.4, 179634.4, 183153.92, 186964.36000000002, 187206.32, 190355.0, 195507.48, 201519.64, 206137.0, 209270.64, 221691.36000000002, 243826.68, 256078.56]"

"120-130 Water St, Boston, 2109",-71.055221,42.357978,162939,2327307.6800000006,"[58800.0, 58800.0, 61986.4, 63858.16, 66591.92, 69874.88, 74120.64, 78252.48000000001, 81983.56, 87188.92, 86620.20000000001, 88886.12, 93490.44, 96608.76, 98882.88, 101345.0, 101501.36, 103535.88, 106865.12, 110749.88, 113733.40000000001, 115758.2, 123783.84, 138086.56, 146003.08000000002]"

"1300 Hyde Park Ave, Boston, 2136",-71.124203,42.254254,0,111859.11,"[3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3500.0, 3636.0, 3912.35, 4099.51, 4236.0, 4383.78, 4393.16, 4515.27, 4715.09, 4948.25, 5254.64, 5497.7, 6461.1, 8177.98, 9128.279999999999]"

"1300 Soldiers Field Rd, Boston, 2135",-71.137767,42.363883,136975,1985559.6399999997,"[45000.0, 48400.0, 51295.2, 52995.92, 55479.8, 58462.76, 62320.48, 66074.76000000001, 69464.84, 74194.52, 73677.72, 75736.6, 79920.16, 82753.48000000001, 84819.76000000001, 87056.88, 87198.95999999999, 89047.52, 92072.52, 95602.28, 98313.12, 100152.88, 107445.08, 120440.68000000001, 127633.72]"

"1304-1312 Commonwealth Ave #A, Boston, 2134",-71.134639,42.348885,17461,301225.32,"[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10800.0, 11341.779999999999, 11736.92, 12164.7, 12191.880000000001, 12545.36, 13123.82, 13798.800000000001, 14317.18, 14668.98, 16063.42, 18548.5, 19923.98]"

"1304-1312 Commonwealth Ave #B, Boston, 2134",-71.134639,42.348885,17461,301225.32,"[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10800.0, 11341.779999999999, 11736.92, 12164.7, 12191.880000000001, 12545.36, 13123.82, 13798.800000000001, 14317.18, 14668.98, 16063.42, 18548.5, 19923.98]"

"1304-1312 Commonwealth Ave #C, Boston, 2134",-71.134639,42.348885,17461,301225.32,"[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10800.0, 11341.779999999999, 11736.92, 12164.7, 12191.880000000001, 12545.36, 13123.82, 13798.800000000001, 14317.18, 14668.98, 16063.42, 18548.5, 19923.98]"

"1304-1312 Commonwealth Ave #D, Boston, 2134",-71.134639,42.348885,17461,301225.32,"[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10800.0, 11341.779999999999, 11736.92, 12164.7, 12191.880000000001, 12545.36, 13123.82, 13798.800000000001, 14317.18, 14668.98, 16063.42, 18548.5, 19923.98]"

"1304-1312 Commonwealth Ave #E, Boston, 2134",-71.134639,42.348885,17461,301225.32,"[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10800.0, 11341.779999999999, 11736.92, 12164.7, 12191.880000000001, 12545.36, 13123.82, 13798.800000000001, 14317.18, 14668.98, 16063.42, 18548.5, 19923.98]"

"1306 Columbia Rd #4E, Boston, 2127",-71.039598,42.330313,0,37973.54,"[1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1390.0, 1505.02, 1583.08, 1892.48, 2443.88, 2749.08]"

"131 N Beacon St, Boston, 2135",-71.14454,42.354986,121056,1585533.9200000002,"[51000.0, 51000.0, 51000.0, 51000.0, 51000.0, 51000.0, 51000.0, 51000.0, 51000.0, 55028.0, 54587.880000000005, 56341.28, 59904.2, 62317.200000000004, 64076.96, 65982.16, 66103.16, 67677.48000000001, 70253.72, 73259.8, 75568.48000000001, 77135.32, 83345.68, 94413.32, 100539.28]"

"131 New Haven St, Boston, 2132",-71.166678,42.264798,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"131 W Newton St, Boston, 2118",-71.07702,42.34195,70627,856229.52,"[33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 33000.0, 37136.0, 44506.880000000005, 48586.64]"

"131 Park Dr #31, Boston, 2215",-71.097645,42.341493,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"163-171 Neponset Ave, Boston, 2122",-71.050984,42.293039,2978,158549.9,"[6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6000.0, 6252.0, 7250.84, 9030.9, 10016.16]"

"1318 Commonwealth Ave #21, Boston, 2134",-71.134012,42.34855,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"10 Edgerly Pl, Boston, 2116",-71.068952,42.349248,617959,1410641.68,"[319440.0, 337038.68, 368401.76, 385761.24]"

"132 Bremen St, Boston, 2128",-71.035814,42.371683,0,69520.90000000001,"[2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2597.4900000000002, 2757.04, 2943.21, 3086.19, 3183.2200000000003, 3567.84, 4253.26, 4632.650000000001]"

"132 Charles St #2, Boston, 2114",-71.070868,42.360679,21276,345582.72,"[10800.0, 10800.0, 10800.0, 10800.0, 10800.0, 10800.0, 10800.0, 10800.0, 10800.0, 11780.400000000001, 11673.26, 12100.04, 12967.24, 13554.56, 13982.880000000001, 14446.6, 14476.04, 14859.24, 15486.28, 16217.94, 16779.88, 17161.239999999998, 18672.82, 21366.64, 22857.66]"

"132 Lincoln St #10, Boston, 2111",-71.058238,42.351299,0,32526.75,"[1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1250.0, 1750.0, 2026.75]"

"132 Saint Marys St, Boston, 2215",-71.106289,42.345404,0,229308.23,"[4500.0, 4500.0, 4500.0, 4652.0, 4873.99, 5281.18, 5970.74, 6641.8, 7247.780000000001, 8093.18, 8000.82, 8368.82, 9116.64, 9623.08, 9992.42, 10392.3, 10417.7, 10748.119999999999, 11288.84, 11919.779999999999, 12404.32, 12733.18, 14036.64, 16359.58, 17645.32]"

"1322 Commonwealth Ave, Boston, 2134",-71.134252,42.348434,310224,4371663.72,"[165000.0, 165000.0, 165000.0, 165000.0, 165000.0, 165000.0, 165000.0, 165000.0, 165000.0, 165000.0, 165000.0, 165000.0, 165000.0, 165000.0, 165000.0, 168520.0, 168743.48, 171652.16, 176411.88, 181965.76, 186231.12, 189125.92, 200599.84, 221047.80000000002, 232365.76]"

"1325 Commonwealth Ave #1, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #2, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #21, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #22, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #24, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #25, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #31, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #32, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #34, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #35, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #4, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #41, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #42, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #44, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #45, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

"1325 Commonwealth Ave #5, Boston, 2134",-71.135303,42.348566,223513,3169234.6399999997,"[113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 113000.0, 118376.0, 122016.88, 124672.12, 127546.88, 127729.44, 130104.92, 133992.12, 138527.91999999998, 142011.44, 144375.56, 153746.24, 170445.92, 179689.2]"

