full_address,lon,lat,transfer_tax,property_tax,property_tax_list

"5 Topliff St, Boston, 2122",-71.068832,42.30471,0,41972.43,"[450.0, 450.0, 450.0, 450.0, 450.0, 597.15, 787.45, 972.65, 1139.88, 1373.2, 1347.7, 1449.27, 1655.64, 1795.41, 1897.3400000000001, 2007.7, 2014.71, 2105.9, 2255.12, 2429.25, 2562.9700000000003, 2653.73, 3013.46, 3654.53, 4009.37]"

"54 Percival St #1, Boston, 2122",-71.063272,42.305738,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"511 Beacon St #10, Boston, 2215",-71.091123,42.350406,0,249.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22.0, 227.9]"

"41 O St, Boston, 2127",-71.029401,42.33704,0,15430.119999999999,"[0, 0, 0, 0, 0, 0, 0, 0, 39.25, 230.74, 209.82, 293.18, 462.56, 577.27, 660.9300000000001, 751.51, 757.26, 832.1, 954.58, 1097.49, 1207.24, 1281.73, 1576.97, 2103.13, 2394.36]"

"142 Everett St, Boston, 2128",-71.032735,42.366737,0,14909.560000000001,"[0, 0, 0, 0, 0, 0, 0, 0, 13.13, 203.63, 182.82, 265.74, 434.25, 548.36, 631.59, 721.7, 727.42, 801.87, 923.71, 1065.88, 1175.07, 1249.17, 1542.88, 2066.31, 2356.03]"

"118 Princeton St #B, Boston, 2128",-71.035181,42.377914,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"69 Woolson St, Boston, 2126",-71.088912,42.280876,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"30 Clark St #1-1, Boston, 2109",-71.052596,42.365291,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"32 Neponset Ave #32, Boston, 2131",-71.054891,42.29622,0,19155.140000000003,"[1750.0, 1750.0, 1750.0, 1750.0, 1871.5, 1953.95, 2280.79, 2863.25, 3185.65]"

"998 Centre St #3, Boston, 2130",-71.124804,42.30363,0,36307.39,"[1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1400.0, 1912.0, 2195.39]"

"16 Meredith St, Boston, 2132",-71.15047,42.284244,0,44526.55000000001,"[1490.0, 1490.0, 1490.0, 1490.0, 1490.0, 1490.0, 1490.0, 1490.0, 1490.0, 1490.0, 1490.0, 1490.0, 1490.0, 1490.0, 1490.0, 1593.8400000000001, 1600.43, 1686.23, 1826.65, 1990.49, 2116.31, 2201.71, 2540.19, 3143.41, 3477.29]"

"6 Walnut St #3, Boston, 2108",-71.065903,42.357602,31508,401950.32000000007,"[15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15946.960000000001, 17401.46, 19993.58, 21428.32]"

"1-3 Chestnut St #3B, Boston, 2108",-71.06617,42.357951,0,126554.47999999998,"[4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4550.0, 4750.54, 4984.56, 5328.56, 5572.5, 6539.42, 8262.56, 9216.34]"

"469 Norfolk St, Boston, 2126",-71.088114,42.280614,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"69 Woolson St, Boston, 2126",-71.088912,42.280876,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"18 Glencoe St #23, Boston, 2135",-71.147836,42.355026,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"43 Upton St #3, Boston, 2118",-71.072821,42.342867,0,108803.26000000001,"[4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 4260.0, 5001.6, 5821.66]"

"15 Warren Ave #6, Boston, 2116",-71.070746,42.345399,9623,217759.24000000002,"[8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8100.0, 8654.4, 9080.16, 9369.14, 10514.48, 12555.64, 13685.42]"

"2 Dunning Way #113, Boston, 2130",-71.108214,42.301047,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"160 Newton St #2, Boston, 2135",-71.169083,42.35579,0,1379.93,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111.89, 520.84, 747.2]"

"50 Victory Rd #3, Boston, 2122",-71.053312,42.296077,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"11 New Haven St, Boston, 2132",-71.165952,42.268241,0,2895.3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57.34, 148.37, 210.15, 455.03000000000003, 891.4300000000001, 1132.98]"

"31 Brimmer St #2, Boston, 2108",-71.072078,42.357961,17960,291090.51999999996,"[10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10500.0, 10908.0, 10933.900000000001, 11271.04, 11822.74, 12466.48, 12960.880000000001, 13296.4, 14626.34, 16996.440000000002, 18308.300000000003]"

"195 Beacon St #7, Boston, 2116",-71.076657,42.354226,0,35092.95,"[1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1330.2, 1482.1200000000001, 1598.8, 1677.98, 1991.8500000000001, 2551.2000000000003, 2860.8]"

"52 Charlesgate E #157, Boston, 2215",-71.09142,42.347468,0,1740.8400000000001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224.52, 642.49, 873.83]"

"500 Atlantic Ave #17F, Boston, 2210",-71.053436,42.353653,7068,182204.55999999997,"[7000.0, 7000.0, 7000.0, 7000.0, 6912.0, 7262.58, 7974.98, 8457.46, 8809.32, 9190.279999999999, 9214.46, 9529.24, 10044.36, 10645.42, 11107.04, 11420.34, 12662.08, 14875.06, 16099.94]"

"500 Atlantic Ave #15U, Boston, 2210",-71.053436,42.353653,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"371-373 Hanover St #2, Boston, 2113",-71.053312,42.36494,0,4635.83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59.92, 166.18, 290.17, 385.39, 450.01, 706.17, 1162.66, 1415.33]"

"31 State St, Boston, 2109",-71.057052,42.358793,0,41512.07,"[0, 121.92, 265.34000000000003, 349.58, 472.62, 620.39, 811.48, 997.45, 1165.3700000000001, 1399.66, 1374.06, 1476.05, 1683.28, 1823.63, 1925.98, 2036.8, 2043.8400000000001, 2135.41, 2285.25, 2460.09, 2594.38, 2685.51, 3046.73, 3690.4700000000003, 4046.78]"

"28 Sidlaw Rd #1, Boston, 2135",-71.15247,42.339795,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"16 Mason St, Boston, 2136",-71.127201,42.247985,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"48 Allston St, Boston, 2129",-71.063178,42.380856,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"500 Atlantic Ave #19K, Boston, 2210",-71.053436,42.353653,194588,2199527.52,"[85000.0, 89480.0, 93525.44, 99169.40000000001, 98552.72, 101009.56, 106001.84, 109382.88, 111848.64, 114518.24, 114687.72, 116893.68000000001, 120503.44, 124715.52, 127950.40000000001, 130145.8, 138847.68, 154355.47999999998, 162939.08000000002]"

"177 Glenellen Rd, Boston, 2132",-71.164197,42.26334,0,0,"[0, 0, 0, 0, 0, 0, 0]"

"11 Chesterton St, Boston, 2119",-71.070244,42.330515,684966,8787855.879999999,"[345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 349800.0, 368825.60000000003, 402731.64, 421498.64]"

"13 Chesterton St, Boston, 2119",-71.07028,42.330497,684966,8787855.879999999,"[345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 349800.0, 368825.60000000003, 402731.64, 421498.64]"

"909 Massachusetts Ave, Boston, 2118",-71.070204,42.330597,684966,8787855.879999999,"[345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 349800.0, 368825.60000000003, 402731.64, 421498.64]"

"131 London St #3, Boston, 2128",-71.038169,42.373932,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"7 Knowlton St #3, Boston, 2127",-71.049811,42.33246,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"6 Millet St, Boston, 2124",-71.077578,42.296744,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"131 London St #1, Boston, 2128",-71.038169,42.373932,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"1824 Columbia Rd #3, Boston, 2127",-71.027572,42.332429,88818,358481.68,"[48200.0, 48200.0, 48200.0, 48200.0, 48200.0, 56456.0, 61025.68]"

"500 Atlantic Ave #15P, Boston, 2210",-71.053436,42.353653,105024,1107062.6400000001,"[40700.0, 40700.0, 43379.600000000006, 47118.0, 46709.520000000004, 48336.880000000005, 51643.68, 53883.2, 55516.44, 57284.68, 57396.96, 58858.16, 61249.16, 64039.16, 66181.84, 67636.04000000001, 73399.92, 83671.92, 89357.48000000001]"

"98-104 Atlantic Ave, Boston, 2110",-71.051549,42.361753,344245,4704536.8,"[169760.0, 169760.0, 169760.0, 169760.0, 169760.0, 169760.0, 169760.0, 169760.0, 169760.0, 169760.0, 169760.0, 169760.0, 176952.32, 181823.28, 185375.64, 189221.64, 189465.88, 192643.92, 197844.48, 203912.72, 208573.16, 211736.04, 224272.64, 246614.44, 258980.64]"

"80 Border St, Boston, 2128",-71.04002,42.377114,16492,347063.9000000001,"[9098.4, 9098.4, 9098.4, 9098.4, 9098.4, 9098.4, 9917.74, 10715.1, 11435.119999999999, 12439.66, 12329.900000000001, 12767.18, 13655.74, 14257.5, 14696.36, 15171.5, 15201.68, 15594.300000000001, 16236.78, 16986.46, 17562.22, 17952.96, 19501.760000000002, 22261.9, 23789.64]"

"1615-A&B Dorchester Ave, Boston, 2122",-71.061637,42.295586,39898,507618.7799999999,"[15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 15580.0, 16436.239999999998, 17630.800000000003, 17500.28, 18020.28, 19076.940000000002, 19792.559999999998, 20314.440000000002, 20879.48, 20915.36, 21382.260000000002, 22146.28, 23037.8, 23722.48, 24187.14, 27057.88, 33622.520000000004, 37256.04]"

"1615-A&B Dorchester Ave, Boston, 2122",-71.061637,42.295586,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"42 Victoria Heights Rd #42, Boston, 2136",-71.113409,42.270578,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"3 Gloucester St #11, Boston, 2115",-71.085187,42.351544,0,85077.53000000001,"[3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3085.0, 3190.1, 3362.09, 3562.78, 3716.91, 3821.52, 4236.13, 4975.02, 5767.98]"

"138 Beacon St #8, Boston, 2116",-71.075197,42.354815,20799,315597.26,"[12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 12400.0, 14592.0, 15805.26]"

"1853 Hyde Park Ave, Boston, 2136",-71.132796,42.235572,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"108 Gainsborough St #304W, Boston, 2115",-71.08831,42.342204,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"33 Rexford St, Boston, 2126",-71.094815,42.27052,0,39806.72,"[1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1805.5, 2349.94, 2651.28]"

"17 Carmel St, Boston, 2120",-71.100218,42.332393,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"38-54 Hyde Park Ave, Boston, 2130",-71.113878,42.299235,0,45969.549999999996,"[1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1597.49, 1703.05, 1709.76, 1796.98, 1939.72, 2106.28, 2234.19, 2321.0, 2665.09, 3278.29, 3617.7000000000003]"

"82 Jersey St #4, Boston, 2215",-71.097439,42.343997,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"81 Gardner St, Boston, 2132",-71.168652,42.277394,0,688.96,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237.12, 451.84000000000003]"

"156-204 Porter St, Boston, 2128",-71.034063,42.371903,950530,10879864.0,"[345000.0, 345000.0, 345000.0, 345000.0, 345000.0, 355800.0, 369767.2, 383359.72000000003, 395633.8, 412757.88, 410886.84, 418341.04000000004, 433487.96, 443746.2, 451227.4, 459327.04000000004, 459841.36, 466534.32, 477486.52, 490266.2, 500081.0, 506741.96, 533143.8400000001, 580195.36, 606238.36]"

"133 Brookline Ave, Boston, 2215",-71.10055,42.345404,13675579,164487384.03999993,"[6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 6525722.96, 7052180.76, 7343575.2]"

"21 Beacon St #11D, Boston, 2108",-71.062597,42.358102,0,71.48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71.48]"

"6 Massachusetts Ave #WTH, Boston, 2115",-71.089578,42.351266,0,85371.97,"[1800.0, 1800.0, 1800.0, 1800.0, 1800.0, 1983.5900000000001, 2221.04, 2452.11, 2660.77, 2951.88, 2920.07, 3046.79, 3304.29, 3478.6800000000003, 3605.86, 3743.56, 3752.3, 3866.08, 4052.27, 4269.52, 4436.37, 4549.61, 4998.4400000000005, 6596.64, 7482.1]"

"32 Vaughan Ave, Boston, 2121",-71.07614,42.306517,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"38-RA Charter St #6, Boston, 2113",-71.053926,42.366966,0,688.96,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237.12, 451.84000000000003]"

"313 K St #1, Boston, 2127",-71.037455,42.332997,0,8124.639999999999,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.59, 119.89, 196.69, 279.84000000000003, 285.12, 353.83, 466.26, 597.45, 698.2, 766.58, 1037.6100000000001, 1520.6200000000001, 1787.96]"

"324-332 Beacon St #166, Boston, 2116",-71.083224,42.352637,18190,288116.12,"[11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11000.0, 11468.0, 11785.6, 13044.52, 15288.1, 16529.9]"

"324-332 Beacon St #31, Boston, 2116",-71.083224,42.352637,81007,964014.6400000001,"[30660.0, 30660.0, 30660.0, 30660.0, 30660.0, 30660.0, 30660.0, 30660.0, 30660.0, 30660.0, 30660.0, 32030.56, 34815.520000000004, 36701.64, 38077.16, 39566.4, 39660.96, 40891.56, 42905.28, 45255.0, 47059.600000000006, 48284.32, 53138.68, 61789.8, 66578.16]"

"488 Dorchester Ave #2G, Boston, 2127",-71.056984,42.331876,0,24056.03,"[1950.0, 2040.3400000000001, 2188.19, 2360.71, 2493.2000000000003, 2583.12, 2939.53, 3574.69, 3926.25]"

"56 Charlesgate E #149, Boston, 2215",-71.091407,42.347379,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"881 E 1st St #107, Boston, 2127",-71.028798,42.338158,0,2387.76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65.11, 125.89, 366.81, 796.15, 1033.8]"

"19 Fayette St #6, Boston, 2116",-71.06722,42.349123,0,5306.45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52.63, 57.69, 123.44, 231.03, 356.57, 452.99, 518.4300000000001, 777.79, 1240.02, 1495.8600000000001]"

"42 Garden St #1, Boston, 2114",-71.066871,42.360057,0,69595.42,"[2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2500.0, 2507.4900000000002, 2605.09, 2764.8, 2951.15, 3094.28, 3191.41, 3576.4, 4262.52, 4642.28]"

"37 Brimmer St #2, Boston, 2108",-71.072153,42.357689,14714,258872.02,"[10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0, 11175.0, 13269.0, 14428.02]"

"18 Houghton St, Boston, 2122",-71.052586,42.29576,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"1 Charles St S #807, Boston, 2116",-71.067367,42.351787,0,7834.13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 99.15, 175.64000000000001, 258.45, 263.71, 332.14, 444.11, 574.77, 675.12, 743.22, 1013.15, 1494.2, 1760.47]"

"49 N Mead St #49, Boston, 2129",-71.066018,42.382355,0,20059.86,"[0, 0, 0, 0, 0, 0, 0, 122.02, 265.43, 465.52, 443.66, 530.76, 707.74, 827.6, 915.02, 1009.66, 1015.6700000000001, 1093.8700000000001, 1221.84, 1371.17, 1485.8500000000001, 1563.68, 1872.17, 2421.9500000000003, 2726.25]"

"228 Marlborough St #3, Boston, 2116",-71.081451,42.352014,0,19720.690000000002,"[300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 384.8, 557.11, 673.8100000000001, 758.92, 851.0600000000001, 856.91, 933.0500000000001, 1057.64, 1203.03, 1314.68, 1390.46, 1690.81, 2226.07, 2522.34]"

"228 Marlborough St #2, Boston, 2116",-71.081451,42.352014,0,52037.69000000001,"[1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1500.0, 1474.0, 1577.58, 1788.06, 1930.6100000000001, 2034.57, 2147.12, 2154.27, 2247.28, 2399.4700000000003, 2577.06, 2713.44, 2806.01, 3172.89, 3826.7200000000003, 4188.61]"

"228 Marlborough St #1, Boston, 2116",-71.081451,42.352014,109556,1403130.72,"[47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 47000.0, 46592.0, 48217.44, 51520.4, 53757.36, 55388.72, 57154.92, 57267.08, 58726.56, 61114.8, 63901.56, 66041.8, 67494.28, 73251.52, 83511.64, 89190.64]"

"42 8th St #2204, Boston, 2129",-71.052581,42.374776,0,2247.09,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39.1, 99.56, 339.24, 766.38, 1002.8100000000001]"

"76 Revere St, Boston, 2114",-71.069324,42.359455,0,993.94,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 386.55, 607.39]"

"38-40 W Cedar St, Boston, 2108",-71.070014,42.358709,0,18384.08,"[251.05, 251.05, 251.05, 251.05, 251.05, 251.05, 251.05, 251.05, 251.05, 251.05, 251.05, 335.06, 505.78000000000003, 621.41, 705.73, 797.02, 802.82, 878.25, 1001.7, 1145.74, 1256.3600000000001, 1331.44, 1629.01, 2159.34, 2452.87]"

"505 Tremont St #712, Boston, 2116",-71.070212,42.345021,0,66506.98999999999,"[2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2250.0, 2366.0, 2601.71, 2761.34, 2877.76, 3003.81, 3011.81, 3115.96, 3286.4, 3485.27, 3638.01, 3741.67, 4152.52, 4884.7300000000005, 5580.0]"

"224 W 6th St #1, Boston, 2127",-71.050085,42.335027,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"56 Wenham St #2, Boston, 2130",-71.114212,42.297284,0,643.9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215.04, 428.86]"

"535-539 Shawmut Ave #5, Boston, 2118",-71.078377,42.337242,0,13089.370000000003,"[70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 49.72, 130.51, 294.69, 405.88, 486.96000000000004, 574.76, 580.33, 652.87, 771.58, 910.1, 1016.48, 1088.68, 1374.8500000000001, 1884.8400000000001, 2167.12]"

"42 8th St #3305, Boston, 2129",-71.052581,42.374776,0,31994.37,"[1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1080.0, 1207.68, 1356.66, 1471.08, 1548.73, 1856.52, 2405.05, 2708.65]"

"50 Seymour St #6, Boston, 2131",-71.121329,42.27972,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"60 Queensberry St #15, Boston, 2215",-71.097636,42.342591,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"61 Bolton St #61, Boston, 2127",-71.052634,42.341701,0,3278.8199999999997,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116.3, 208.39000000000001, 270.9, 518.63, 960.12, 1204.48]"

"69-A Bolton St #69A, Boston, 2127",-71.053024,42.342072,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"69 Park Dr #20, Boston, 2215",-71.094941,42.342611,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"

"74 Waltham St #1, Boston, 2118",-71.070455,42.342872,0,115130.48,"[4050.0, 4050.0, 4050.0, 4050.0, 4050.0, 4050.0, 4050.0, 4050.0, 4050.0, 4050.0, 4050.0, 4050.0, 4050.0, 4050.0, 4050.0, 4194.8, 4203.99, 4323.64, 4519.4400000000005, 4747.900000000001, 4923.37, 5084.9, 6028.88, 7711.200000000001, 8642.36]"

