first_year_payment,yearly_payments,down_payment,adjusted_price,lat,lon,price,usage,style
97839,23594,74245,371224,42.287525,-71.071656,280000,CONDOMINIUM,DECKER
182314,47025,135289,727180,42.355172,-71.126212,430000,1-FAM RES,COLONIAL
2719686,655877,2063809,10319044,42.357908,-71.066022,7900000,1-FAM RES,ROW-END
186363,44943,141420,707100,42.317885,-71.059913,550000,3-FAM RES,CONVENTIONAL
351988,32692,319296,730782,42.375903,-71.064698,650000,CONDOMINIUM,ROW-END
207123,49949,157174,785871,42.306626,-71.085835,699000,2-FAM RES,CONVENTIONAL
458184,110495,347689,1738444,42.378396,-71.064741,1459349,4-8 UNIT APT,CONDO/APT
311513,75124,236389,1181945,42.378482,-71.064658,992192,3-FAM RES,ROW-MIDDLE
220535,53184,167351,836755,42.322048,-71.106204,690000,CONDOMINIUM,FREE-STANDNG
90713,21876,68837,344182,42.34642,-71.140593,242500,CONDOMINIUM,LOW-RISE
645026,124150,520876,2083504,42.287933,-71.084603,1770000,4-8 UNIT APT,CONDO/APT
262070,63200,198870,994350,42.287933,-71.084603,750000,4-8 UNIT APT,CONDO/APT
63288,26386,36902,369020,42.280661,-71.130817,260000,CONDOMINIUM,FREE-STANDNG
831001,200403,630598,3152991,42.356064,-71.131504,2600000,MXU COM+RES,CONDO/APT
372577,89850,282727,1413633,42.357419,-71.071997,1000000,CONDOMINIUM,LOW-RISE
176483,152229,24254,1940302,42.330579,-71.044009,1600000,1-FAM RES,DECKER
399331,113533,285798,1428993,42.352741,-71.158425,845000,1-FAM RES,COLONIAL
222236,53594,168642,843209,42.373905,-71.034121,750000,3-FAM RES,ROW-MIDDLE
94624,22819,71805,359021,42.340997,-71.153864,305000,CONDOMINIUM,ROW-END
154083,37158,116925,584625,42.378799,-71.066855,520000,CONDOMINIUM,ROW-END
562999,135772,427227,2136132,42.331275,-71.106222,1900000,3-FAM RES,CONVENTIONAL
767047,184980,582067,2910332,42.342154,-71.074431,2150000,2-FAM RES,ROW-MIDDLE
135837,32758,103079,515392,42.302947,-71.0596,425000,MXU RES+COM,CONDO/APT
51873,12509,39364,196818,42.348396,-71.139851,107767,CONDOMINIUM,LOW-RISE
969955,304881,665074,4502488,42.359534,-71.063389,3825000,MXU RES+COM,CONDO/APT
220027,53061,166966,834829,42.356246,-71.165506,650000,CONDOMINIUM,LOW-RISE
246674,47478,199196,796786,42.358048,-71.140624,610000,2-FAM RES,CONVENTIONAL
461528,111301,350227,1751132,42.366675,-71.057656,1470000,3-FAM RES,ROW-MIDDLE
567821,136935,430886,2154427,42.339725,-71.077354,1625000,BOARDING HSE,CONDO/APT
213184,51411,161773,808863,42.36246,-71.052338,667000,CONDOMINIUM,ROW-MIDDLE
241673,58281,183392,916958,42.324805,-71.059503,702000,3-FAM RES,DECKER
171826,41437,130389,651941,42.366594,-71.032885,525000,2-FAM RES,SEMI DETACHD
121379,68021,53358,909516,42.374232,-71.0378,750000,3-FAM RES,ROW-END
319104,76954,242150,1210748,42.333472,-71.031357,975000,2-FAM RES,ROW-MIDDLE
773434,56926,716508,1433015,42.333247,-71.027226,950000,MXU RES+COM,RAISED CAPE
124097,29927,94170,470848,42.2613,-71.124713,400000,1-FAM RES,RANCH
948216,152735,795481,2717892,42.341285,-71.079854,2050000,4-8 UNIT APT,CONDO/APT
535885,83807,452078,1506926,42.373788,-71.038946,1265000,MXU RES+COM,RAISED CAPE
302736,58268,244468,977871,42.33059,-71.042821,700000,4-8 UNIT APT,CONDO/APT
333947,80534,253413,1267063,42.293414,-71.137397,1127000,2-FAM RES,CONVENTIONAL
169421,40857,128564,642818,42.352201,-71.078174,500000,CONDOMINIUM,ROW-MIDDLE
2089640,288475,1801165,5432084,42.344114,-71.075168,4560000,CONDOMINIUM,ROW-MIDDLE
694523,289377,405146,4047408,42.343121,-71.075338,3600000,CONDOMINIUM,ROW-MIDDLE
0,0,0,1,42.32629,-71.096498,1,RES UDV LAND,CONVENTIONAL
303856,47520,256336,854452,42.358804,-71.072238,760000,CONDOMINIUM,MID-RISE
235495,56791,178704,893518,42.358897,-71.07179,695000,CONDOMINIUM,MID-RISE
624072,120117,503955,2015819,42.37809,-71.03418,1712500,4-8 UNIT APT,CONDO/APT
637077,153636,483441,2417202,42.340629,-71.147398,2150000,3-FAM RES,ROW-END
784912,189288,595624,2978116,42.34131,-71.079885,2500000,3-FAM RES,ROW-MIDDLE
29649,7150,22499,112493,42.288706,-71.057287,87500,1-FAM RES,COLONIAL
439113,68673,370440,1234800,42.340716,-71.052707,1049000,CONDOMINIUM,FREE-STANDNG
329663,79501,250162,1250808,42.324568,-71.0594,1050000,3-FAM RES,DECKER
3722902,897811,2825091,14125453,42.352187,-71.078231,12000000,EDUCATIONAL,CONDO/APT
1954524,471351,1483173,7415863,42.342136,-71.077352,6300000,1-FAM RES,ROW-MIDDLE
406204,97959,308245,1541224,42.371962,-71.035487,1200000,2-FAM RES,ROW-MIDDLE
406204,97959,308245,1541224,42.372002,-71.035441,1200000,3-FAM RES,ROW-MIDDLE
360015,86820,273195,1365972,42.324666,-71.059604,1100000,3-FAM RES,DECKER
2575007,620986,1954021,9770105,42.360399,-71.070732,8300000,MXU COM+RES,CONDO/APT
184766,93479,91287,1267871,42.369403,-71.033266,1000000,3-FAM RES,SEMI DETACHD
148506,35813,112693,563465,42.334558,-71.04782,425000,MXU RES+COM,RAISED CAPE
633381,152745,480636,2403177,42.362885,-71.05244,1700000,4-8 UNIT APT,CONDO/APT
186945,45083,141862,709308,42.373914,-71.038949,524000,MXU COM+RES,CONDO/APT
2298468,295532,2002936,5722672,42.354699,-71.075623,3900000,CONDOMINIUM,ROW-MIDDLE
203102,48979,154123,770612,42.280035,-71.152216,600000,1-FAM RES,COLONIAL
167155,45733,121422,697053,42.38195,-71.03185,620000,2-FAM RES,CONVENTIONAL
295965,46286,249679,832261,42.333374,-71.031111,648000,CONDOMINIUM,DECKER
156982,37857,119125,595623,42.2477,-71.117058,500000,2-FAM RES,CONVENTIONAL
512706,186176,326530,2669856,42.310774,-71.059348,2150000,4-8 UNIT APT,CONDO/APT
512706,186176,326530,2669856,42.310601,-71.05942,2150000,3-FAM RES,ROW-END
0,0,0,1,42.331932,-71.098381,1,MXU RES+COM,CONDO/APT
1013341,244376,768965,3844823,42.331999,-71.098649,2900000,WAREHOUSE,CONDO/APT
84626,20408,64218,321088,42.348192,-71.140894,250000,CONDOMINIUM,MID-RISE
232241,56007,176234,881170,42.330615,-71.041094,695000,2-FAM RES,CONVENTIONAL
316818,76403,240415,1202071,42.354738,-71.074773,935000,CONDOMINIUM,ROW-END
830387,200255,630132,3150660,42.365145,-71.057263,2485000,4-8 UNIT APT,CONDO/APT
109500,34933,74567,514255,42.332564,-71.035425,400000,3-FAM RES,DECKER
334160,80585,253575,1267871,42.334447,-71.053275,1000000,3-FAM RES,DECKER
1723431,97215,1626216,2849819,42.342448,-71.077507,2350000,1-FAM RES,ROW-MIDDLE
364744,87961,276783,1383913,42.353734,-71.053491,889000,CONDOMINIUM,HIGH-RISE
337889,65034,272855,1091420,42.358859,-71.146766,900000,1-FAM RES,COLONIAL
567796,30219,537577,917938,42.372882,-71.06191,724000,CONDOMINIUM,ROW-MIDDLE
180751,43589,137162,685810,42.28576,-71.139822,610000,1-FAM RES,COLONIAL
1670851,33721,1637130,2061571,42.364255,-71.056244,1700000,4-8 UNIT APT,CONDO/APT
397571,42335,355236,888090,42.342885,-71.08256,679900,CONDOMINIUM,ROW-MIDDLE
538269,129808,408461,2042305,42.343587,-71.069051,1735000,4-8 UNIT APT,CONDO/APT
286531,69099,217432,1087157,42.305331,-71.113933,820000,3-FAM RES,DECKER
60650,14626,46024,230119,42.298942,-71.082072,170000,3-FAM RES,CONVENTIONAL
376168,90716,285452,1427259,42.276401,-71.139391,1212500,3-FAM RES,DECKER
546617,58206,488411,1221027,42.370295,-71.038164,1025000,3-FAM RES,ROW-MIDDLE
629669,151850,477819,2389095,42.320031,-71.093186,2125000,4-8 UNIT APT,CONDO/APT
1967381,1290560,676821,16920538,42.35358,-71.072956,12500000,OTHER EXEMPT,ROW-MIDDLE
470063,73513,396550,1321831,42.366072,-71.036409,1090000,3-FAM RES,DECKER
277851,67006,210845,1054223,42.254049,-71.12476,820000,FRAT ORGANIZ,CONDO/APT
503736,121480,382256,1911276,42.3792,-71.068074,1700000,2-FAM RES,ROW-END
217872,52541,165331,826652,42.302202,-71.134163,652000,1-FAM RES,CAPE COD
76378,18419,57959,289794,42.305092,-71.073025,205000,3-FAM RES,DECKER
479215,92236,386979,1547914,42.320015,-71.059132,1315000,3-FAM RES,DECKER
283272,68313,214959,1074793,42.34585,-71.070777,836000,CONDOMINIUM,ROW-END
94346,22752,71594,357966,42.276021,-71.076561,270000,1-FAM RES,COLONIAL
172132,41511,130621,653104,42.369947,-71.040785,500000,3-FAM RES,SEMI DETACHD
373904,82859,291045,1333957,42.306911,-71.059892,1100000,3-FAM RES,DECKER
48793,38508,10285,494970,42.269449,-71.097826,385000,3-FAM RES,DECKER
136179,32840,103339,516693,42.337413,-71.040099,321000,CONDOMINIUM,ROW-MIDDLE
763783,184193,579590,2897949,42.358981,-71.064942,2050000,9 + UNIT APT,CONDO/APT
162684,39232,123452,617258,42.345864,-71.105797,509000,CONDOMINIUM,ROW-MIDDLE
25061,6043,19018,95090,42.317744,-71.08104,75000,RES UDV LAND,CONDO/APT
156982,37857,119125,595623,42.309941,-71.106239,500000,2-FAM RES,TWO FAMILY
292837,56363,236474,945897,42.375062,-71.033516,780000,3-FAM RES,DECKER
70868,17090,53778,268887,42.344564,-71.094764,159000,CONDOMINIUM,MID-RISE
74478,17961,56517,282585,42.351019,-71.132674,199900,CONDOMINIUM,LOW-RISE
115091,27755,87336,436680,42.247687,-71.111359,340000,1-FAM RES,THREE STORY
666170,32234,633936,1039654,42.356737,-71.070034,820000,CONDOMINIUM,MID-RISE
319616,77078,242538,1212689,42.356737,-71.070034,1000000,CONDOMINIUM,MID-RISE
1666318,36005,1630313,2083504,42.331604,-71.104894,1770000,3-FAM RES,DECKER
52135,34779,17356,455115,42.354891,-71.150361,354000,1-FAM RES,COLONIAL
187696,45264,142432,712158,42.275054,-71.146715,605000,1-FAM RES,COLONIAL
257520,62103,195417,977084,42.351592,-71.049453,760000,CONDOMINIUM,MID-RISE
361477,87173,274304,1371518,42.366245,-71.056365,1050000,4-8 UNIT APT,CONDO/APT
569255,137281,431974,2159871,42.344065,-71.068497,1680000,1-FAM RES,ROW-END
191769,46246,145523,727613,42.28577,-71.168039,600000,2-FAM RES,CONVENTIONAL
114512,22040,92472,369888,42.276855,-71.164263,329000,CONDOMINIUM,LOW-RISE
214828,51807,163021,815102,42.292254,-71.152721,725000,2-FAM RES,TWO FAMILY
57603,13891,43712,218558,42.27658,-71.164131,170000,CONDOMINIUM,LOW-RISE
1635486,394412,1241074,6205370,42.348809,-71.081814,4228959,CONDOMINIUM,HIGH-RISE
170633,41149,129484,647416,42.336487,-71.084002,550000,1-FAM RES,ROW-END
347470,83795,263675,1318375,42.324924,-71.057258,1120000,3-FAM RES,CONVENTIONAL
565136,136287,428849,2144243,42.322226,-71.113024,1800000,2-FAM RES,CONVENTIONAL
297831,71824,226007,1130032,42.361894,-71.142958,910000,2-FAM RES,CONVENTIONAL
225105,54286,170819,854095,42.333532,-71.030945,665000,1-FAM RES,DUPLEX
153308,43586,109721,548607,42.276094,-71.124385,420000,1-FAM RES,BNGL/COTTAGE
153308,43586,109721,548607,42.275944,-71.124259,420000,1-FAM RES,BNGL/COTTAGE
0,0,0,1,42.316923,-71.074028,1,2-FAM RES,SEMI DETACHD
37408,9021,28387,141931,42.319178,-71.054301,100000,CONDOMINIUM,LOW-RISE
29454,7103,22351,111756,42.319178,-71.054301,80000,CONDOMINIUM,LOW-RISE
1195456,13989,1181467,1357549,42.319211,-71.054294,925170,CONDOMINIUM,LOW-RISE
38673,9326,29347,146735,42.319211,-71.054294,100000,CONDOMINIUM,LOW-RISE
38673,9326,29347,146735,42.319257,-71.054289,100000,CONDOMINIUM,LOW-RISE
35676,8603,27073,135364,42.319291,-71.054288,100000,CONDOMINIUM,LOW-RISE
114789,27682,87107,435534,42.34463,-71.094625,370000,CONDOMINIUM,MID-RISE
0,0,0,1,42.360798,-71.067017,1,CONDOMINIUM,ROW-MIDDLE
0,0,0,1,42.360798,-71.067017,1,CONDOMINIUM,ROW-MIDDLE
0,0,0,1,42.360798,-71.067017,1,CONDOMINIUM,ROW-MIDDLE
0,0,0,1,42.360798,-71.067017,1,CONDOMINIUM,ROW-MIDDLE
2301186,182368,2118818,4414204,42.362594,-71.052226,3750000,4-8 UNIT APT,CONDO/APT
521206,125693,395513,1977563,42.341978,-71.057129,1680000,CONDOMINIUM,MID-RISE
277353,66886,210467,1052333,42.342116,-71.057013,830000,CONDOMINIUM,MID-RISE
115661,27892,87769,438841,42.340345,-71.053233,361875,CONDOMINIUM,FREE-STANDNG
4655,1122,3533,17662,42.346011,-71.07408,10000,CONDOMINIUM,ROW-END
131892,31806,100086,500426,42.342116,-71.057013,354000,CONDOMINIUM,MID-RISE
1549509,373678,1175831,5879154,42.354676,-71.075708,4158895,CONDOMINIUM,MID-RISE
130301,31423,98878,494390,42.247586,-71.127566,420000,2-FAM RES,CONVENTIONAL
3012672,579859,2432813,9731250,42.347569,-71.141078,7450000,GEN OFFICE,CONDO/APT
199058,38313,160745,642980,42.356912,-71.060201,475000,CONDOMINIUM,HIGH-RISE
1661463,348066,1313397,5694352,42.332326,-71.099844,3775000,MXU RES+COM,RAISED CAPE
0,0,0,1,42.332228,-71.099483,1,MXU RES+COM,CONDO/APT
0,0,0,1,42.332326,-71.099844,1,MXU RES+COM,RAISED CAPE
763801,184197,579604,2898019,42.354716,-71.074855,1975000,CONDOMINIUM,ROW-MIDDLE
484762,137821,346940,1734703,42.365212,-71.057271,1150000,MXU COM+RES,CONDO/APT
516905,99490,417415,1669659,42.31038,-71.088019,1300000,9 + UNIT APT,CONDO/APT
247784,59755,188029,940146,42.374041,-71.038951,732000,MXU RES+COM,RAISED CAPE
327287,78928,248359,1241793,42.332998,-71.029283,1000000,3-FAM RES,ROW-END
108625,57200,51425,771382,42.377021,-71.034984,600000,3-FAM RES,ROW-MIDDLE
297056,71637,225419,1127093,42.350359,-71.048463,957500,CONDOMINIUM,MID-RISE
199717,48163,151554,757768,42.355397,-71.063003,590000,CONDOMINIUM,HIGH-RISE
65331,15755,49576,247880,42.342496,-71.14601,193000,CONDOMINIUM,LOW-RISE
1123973,202330,921643,3468290,42.365765,-71.055258,2860000,9 + UNIT APT,CONDO/APT
199701,94278,105423,1292066,42.332377,-71.099679,1005000,OTHER EXEMPT,RAISED CAPE
751567,76607,674960,1639188,42.334181,-71.102852,1275000,3-FAM RES,ROW-MIDDLE
492166,15431,476735,670959,42.253563,-71.131601,570000,3-FAM RES,DECKER
203102,48979,154123,770612,42.379961,-71.033305,600000,3-FAM RES,DECKER
1435956,184632,1251324,3575210,42.342558,-71.077616,3180000,1-FAM RES,ROW-MIDDLE
50422,12159,38263,191311,42.287514,-71.0829,148807,1-FAM RES,COLONIAL
298062,71880,226182,1130907,42.345232,-71.141456,800000,4-8 UNIT APT,CONDO/APT
186975,45090,141885,709423,42.35256,-71.158849,585000,1-FAM RES,CONVENTIONAL
51366,12387,38979,194892,42.383244,-71.014548,147000,1-FAM RES,CAPE COD
316864,53571,263293,937578,42.369526,-71.040995,730000,3-FAM RES,ROW-MIDDLE
80426,19395,61031,305151,42.311832,-71.088325,215000,3-FAM RES,CONVENTIONAL
1185949,286002,899947,4499732,42.365576,-71.055109,3500000,9 + UNIT APT,CONDO/APT
214045,71436,142609,1041752,42.334352,-71.048019,885000,1-FAM RES,COLONIAL
203102,48979,154123,770612,42.379992,-71.033222,600000,3-FAM RES,DECKER
1078091,259991,818100,4090496,42.342149,-71.075366,3475000,1-FAM RES,ROW-MIDDLE
1035219,93522,941697,2118818,42.330166,-71.038799,1800000,2-FAM RES,CONVENTIONAL
528922,127554,401368,2006839,42.331334,-71.106767,1785000,4-8 UNIT APT,CONDO/APT
27819,6708,21111,105552,42.334472,-71.035276,85000,CONDOMINIUM,LOW-RISE
629691,151855,477836,2389180,42.343387,-71.076796,1765000,2-FAM RES,ROW-MIDDLE
295347,61840,233507,1011860,42.333014,-71.101744,650000,MXU RES+COM,RAISED CAPE
308256,111956,196300,1605441,42.333067,-71.101888,1250000,3-FAM RES,DECKER
42541,10259,32282,161408,42.274679,-71.166793,110000,1-FAM RES,COLONIAL
206558,49813,156745,783724,42.320681,-71.06265,600000,3-FAM RES,DECKER
238114,57423,180691,903453,42.281803,-71.072203,745000,2-FAM RES,TWO FAMILY
66592,16059,50533,252663,42.337028,-71.050856,167500,1-FAM RES,SEMI DETACHD
173294,27101,146193,487311,42.333,-71.03134,360000,CONDOMINIUM,ROW-END
339290,65304,273986,1095946,42.378217,-71.033833,920000,3-FAM RES,SEMI DETACHD
82712,19946,62766,313826,42.271724,-71.077753,222000,3-FAM RES,DECKER
327607,79005,248602,1243006,42.334087,-71.053781,1025000,1-FAM RES,SEMI DETACHD
327607,79005,248602,1243006,42.334025,-71.053704,1025000,1-FAM RES,SEMI DETACHD
77061,18583,58478,292386,42.344044,-71.142261,216000,CONDOMINIUM,ROW-MIDDLE
707439,138470,568969,2311836,42.330274,-71.100538,1800000,3-FAM RES,DECKER
596301,148062,448239,2311836,42.331051,-71.0976,1800000,3-FAM RES,DECKER
543293,104569,438724,1754895,42.333201,-71.101978,1365000,MXU RES+COM,RAISED CAPE
294238,56633,237605,950421,42.352561,-71.15897,740000,2-FAM RES,CONVENTIONAL
138926,33503,105423,527111,42.379086,-71.034121,410000,2-FAM RES,CONVENTIONAL
835724,201542,634182,3170908,42.365935,-71.055151,2342500,MXU COM+RES,CONDO/APT
1472791,355176,1117615,5588071,42.357419,-71.071997,4500000,1-FAM RES,ROW-MIDDLE
591704,142694,449010,2245048,42.365935,-71.055151,1530000,MXU COM+RES,CONDO/APT
725128,174871,550257,2751284,42.365935,-71.055151,1875000,MXU COM+RES,CONDO/APT
620484,149635,470849,2354242,42.324207,-71.059803,2000000,3-FAM RES,DECKER
135481,17769,117712,341365,42.369661,-71.032959,290000,CONDOMINIUM,ROW-END
14727,3551,11176,55878,42.343562,-71.082432,40000,CONDOMINIUM,ROW-END
584750,62266,522484,1306208,42.329884,-71.037607,1000000,3-FAM RES,DECKER
177789,42875,134914,674568,42.357598,-71.052925,600000,CONDOMINIUM,HIGH-RISE
497935,120081,377854,1889266,42.353653,-71.053436,1425000,CONDOMINIUM,HIGH-RISE
246154,45153,201001,769327,42.357255,-71.149165,599000,CONDOMINIUM,FREE-STANDNG
251172,60572,190600,952997,42.333633,-71.037242,800000,2-FAM RES,ROW-END
66319,15993,50326,251626,42.314571,-71.066836,178000,3-FAM RES,DECKER
628359,178647,449712,2248560,42.343496,-71.069348,2000000,1-FAM RES,ROW-END
198765,144284,54481,1870528,42.332126,-71.099273,1339000,4-8 UNIT APT,CONDO/APT
189603,45724,143879,719391,42.329303,-71.056194,550748,2-FAM RES,DECKER
155496,37499,117997,589981,42.329303,-71.056194,445000,2-FAM RES,DECKER
911302,62266,849036,1632760,42.300193,-71.085621,1250000,4-8 UNIT APT,CONDO/APT
173032,41728,131304,656516,42.340903,-71.078611,485000,CONDOMINIUM,ROW-MIDDLE
248194,59854,188340,941696,42.380315,-71.064165,800000,2-FAM RES,ROW-END
336666,81190,255476,1277379,42.33659,-71.075792,900000,2-FAM RES,CONDO/APT
474773,24679,450094,760722,42.288526,-71.076468,600000,3-FAM RES,DECKER
1216140,293283,922857,4614281,42.345022,-71.079966,3805000,3-FAM RES,ROW-MIDDLE
698981,109314,589667,1965556,42.310535,-71.051896,1650000,3-FAM RES,CONVENTIONAL
42619,9192,33427,149134,42.285197,-71.093776,116000,CONDOMINIUM,ROW-END
456407,110066,346341,1731701,42.366591,-71.05527,1225000,4-8 UNIT APT,CONDO/APT
470947,113573,357374,1786869,42.346263,-71.072037,1500000,1-FAM RES,ROW-MIDDLE
154693,37305,117388,586940,42.33083,-71.055857,400000,3-FAM RES,DECKER
123787,29852,93935,469671,42.247985,-71.127201,399000,2-FAM RES,CONVENTIONAL
1435257,346125,1089132,5445659,42.366532,-71.054771,4240000,4-8 UNIT APT,CONDO/APT
253126,61043,192083,960412,42.311575,-71.07783,757500,3-FAM RES,CONVENTIONAL
38673,9326,29347,146735,42.294211,-71.056616,100000,CONDOMINIUM,FREE-STANDNG
910322,98136,812186,2047385,42.35878,-71.065724,1512500,4-8 UNIT APT,ROW-MIDDLE
440156,106147,334009,1670043,42.329512,-71.056293,1299000,2-FAM RES,CONDO/APT
56513,13628,42885,214424,42.270063,-71.100857,180000,1-FAM RES,CAPE COD
2337982,305522,2032460,5877936,42.356611,-71.070226,4500000,9 + UNIT APT,CONDO/APT
873570,210669,662901,3314503,42.356611,-71.070226,2500000,9 + UNIT APT,CONDO/APT
524784,126556,398228,1991137,42.36079,-71.065853,1320000,4-8 UNIT APT,CONDO/APT
316232,76262,239970,1199850,42.330984,-71.098196,905000,3-FAM RES,SEMI DETACHD
851361,163864,687497,2749988,42.330984,-71.098196,2446000,3-FAM RES,SEMI DETACHD
173735,41897,131838,659187,42.283809,-71.12343,560000,1-FAM RES,COLONIAL
342016,82480,259536,1297680,42.341291,-71.151327,785000,4-8 UNIT APT,SEMI DETACHD
257520,62103,195417,977084,42.325221,-71.057242,760000,3-FAM RES,DECKER
116244,28033,88211,441053,42.326848,-71.10115,312000,3-FAM RES,DECKER
257519,62103,195416,977080,42.283697,-71.087088,760757,CONDOMINIUM,DECKER
257519,62103,195416,977080,42.283697,-71.087088,760757,CONDOMINIUM,DECKER
257519,62103,195416,977080,42.283697,-71.087088,760757,CONDOMINIUM,DECKER
257519,62103,195416,977080,42.283697,-71.087088,760757,CONDOMINIUM,DECKER
257519,62103,195416,977080,42.283697,-71.087088,760757,CONDOMINIUM,DECKER
257519,62103,195416,977080,42.283697,-71.087088,760757,CONDOMINIUM,DECKER
55227,13318,41909,209543,42.304121,-71.067733,150000,3-FAM RES,CONVENTIONAL
73224,17658,55566,277827,42.29542,-71.115735,229100,CONDOMINIUM,FREE-STANDNG
50441,12164,38277,191383,42.286611,-71.091208,137000,2-FAM RES,CONVENTIONAL
44181,10654,33527,167635,42.27148,-71.092408,120000,3-FAM RES,CONVENTIONAL
232681,56113,176568,882840,42.330304,-71.094561,750000,2-FAM RES,TWO FAMILY
2240608,408574,1832034,6974585,42.34201,-71.0703,5425000,MXU RES+COM,CONDO/APT
639232,154156,485076,2425378,42.339929,-71.049508,2000000,4-8 UNIT APT,CONDO/APT
220918,53276,167642,838210,42.351537,-71.078204,675000,CONDOMINIUM,MID-RISE
232706,108526,124180,1490152,42.334092,-71.048343,1200000,3-FAM RES,SEMI DETACHD
146876,100417,46459,1310371,42.33246,-71.041335,1100000,2-FAM RES,ROW-MIDDLE
204314,49272,155042,775208,42.337287,-71.037355,458400,2-FAM RES,CONVENTIONAL
335143,84694,250449,1316462,42.334976,-71.051716,1025000,1-FAM RES,CONDO/APT
358541,86465,272076,1360378,42.36589,-71.035128,1210000,3-FAM RES,SEMI DETACHD
315875,76176,239699,1198494,42.333201,-71.101978,725000,MXU RES+COM,RAISED CAPE
225558,54395,171163,855813,42.377147,-71.032553,675000,3-FAM RES,ROW-MIDDLE
722119,174145,547974,2739867,42.369709,-71.032903,2300000,4-8 UNIT APT,CONDO/APT
684356,165038,519318,2596590,42.343679,-71.076798,2091000,1-FAM RES,ROW-MIDDLE
1606000,309112,1296888,5187549,42.3436,-71.075783,4035000,1-FAM RES,ROW-MIDDLE
130915,31571,99344,496717,42.304085,-71.070203,400000,1-FAM RES,COLONIAL
160789,38775,122014,610067,42.324168,-71.093151,475000,RES DEV LAND,CONTEMPORARY
13583,3275,10308,51539,42.314568,-71.088224,42500,1-FAM RES,CONVENTIONAL
376495,66370,310125,1145506,42.348007,-71.138843,820000,3-FAM RES,DECKER
627929,151430,476499,2382493,42.332736,-71.029029,2000000,3-FAM RES,ROW-MIDDLE
335046,80799,254247,1271233,42.367038,-71.057973,910000,4-8 UNIT APT,CONDO/APT
390663,38716,351947,839258,42.369756,-71.032847,620000,4-8 UNIT APT,CONDO/APT
834840,201329,633511,3167554,42.352775,-71.079293,2425000,CONDOMINIUM,MID-RISE
242266,58424,183842,919206,42.352775,-71.079293,725000,CONDOMINIUM,MID-RISE
398358,96067,302291,1511454,42.352775,-71.079293,1268801,CONDOMINIUM,MID-RISE
175575,42341,133234,666166,42.379005,-71.033798,510000,2-FAM RES,CONVENTIONAL
1748419,421647,1326772,6633859,42.351987,-71.078989,4674000,9 + UNIT APT,ROW-MIDDLE
735003,134671,600332,2295386,42.304489,-71.114578,1950000,4-8 UNIT APT,CONDO/APT
100596,24259,76337,381681,42.380084,-71.032975,270000,4-8 UNIT APT,CONDO/APT
98975,23868,75107,375534,42.294684,-71.061662,287500,1-FAM RES,SEMI DETACHD
127184,30671,96513,482565,42.294895,-71.061847,340000,3-FAM RES,DECKER
588575,141780,446795,2231323,42.365654,-71.057572,1683000,4-8 UNIT APT,CONDO/APT
0,0,0,1,42.31906,-71.07763,1,MXU RES+COM,RAISED CAPE
414841,100042,314799,1573992,42.294273,-71.061785,1400000,MXU COM+RES,RAISED CAPE
628482,151564,476918,2384590,42.342889,-71.077945,1442500,2-FAM RES,ROW-MIDDLE
465363,112226,353137,1765681,42.366476,-71.032367,1500000,1-FAM RES,COLONIAL
215165,51889,163276,816380,42.33247,-71.02926,635000,3-FAM RES,ROW-MIDDLE
894896,201538,693358,3230033,42.352637,-71.083224,1910000,CONDOMINIUM,HIGH-RISE
695165,167645,527520,2637598,42.354233,-71.063727,2175000,CONDOMINIUM,HIGH-RISE
702000,169293,532707,2663534,42.354233,-71.063727,2009000,CONDOMINIUM,HIGH-RISE
1239485,352395,887090,4435450,42.354321,-71.063812,3450000,CONDOMINIUM,HIGH-RISE
1470234,354560,1115674,5578369,42.343549,-71.07563,4600000,2-FAM RES,ROW-END
271504,65475,206029,1030145,42.315685,-71.102769,812500,2-FAM RES,CONVENTIONAL
271504,65475,206029,1030145,42.315584,-71.102691,812500,3-FAM RES,CONVENTIONAL
102658,59196,43462,788538,42.34048,-71.076636,635000,CONDOMINIUM,ROW-MIDDLE
258198,62266,195932,979656,42.3372,-71.050939,750000,1-FAM RES,COLONIAL
516511,101165,415346,1688669,42.369315,-71.032763,1392500,4-8 UNIT APT,CONDO/APT
222739,53715,169024,845116,42.388897,-71.005408,647000,3-FAM RES,DECKER
167167,32175,134992,539967,42.366425,-71.032244,420000,1-FAM RES,ROW-END
992774,239416,753358,3766787,42.366412,-71.05471,3200000,MXU RES+COM,CONDO/APT
90851,21909,68942,344708,42.342147,-71.14538,260000,CONDOMINIUM,MID-RISE
3519972,73995,3445977,4377322,42.35261,-71.079555,3525000,CONDOMINIUM,ROW-END
431481,104055,327426,1637130,42.380063,-71.06757,1350000,3-FAM RES,DECKER
1278750,98256,1180494,2417202,42.33723,-71.037596,2150000,3-FAM RES,ROW-END
39121,9434,29687,148431,42.294268,-71.052703,105000,CONDOMINIUM,FREE-STANDNG
249176,137007,112169,1836625,42.356682,-71.071896,1430000,CONDOMINIUM,ROW-END
646392,155883,490509,2452542,42.342944,-71.078,1975000,2-FAM RES,ROW-END
230114,55494,174620,873099,42.331709,-71.107459,625000,2-FAM RES,CONVENTIONAL
92450,22295,70155,350775,42.342039,-71.145744,312000,CONDOMINIUM,LOW-RISE
68209,16449,51760,258797,42.342039,-71.145744,201500,CONDOMINIUM,LOW-RISE
68107,16424,51683,258413,42.342039,-71.145744,201000,CONDOMINIUM,LOW-RISE
