first_year_payment,yearly_payments,down_payment,adjusted_price,lat,lon,price,usage,style
1594286,53061,1541225,2209088,42.347047,-71.071972,1720000,1-FAM RES,ROW-END
745453,179772,565681,2828403,42.351007,-71.065413,2200000,CONDOMINIUM,HIGH-RISE
108303,26118,82185,410925,42.32118,-71.107997,225000,3-FAM RES,DECKER
344264,83022,261242,1306208,42.333726,-71.102607,1000000,3-FAM RES,ROW-END
378999,72947,306052,1224206,42.343638,-71.069118,1040000,CONDOMINIUM,ROW-END
14270,3441,10829,54145,42.329567,-71.097539,40000,RES UDV LAND,DECKER
83224,65034,18190,836755,42.357779,-71.066096,690000,2-FAM RES,CONVENTIONAL
184483,35508,148975,595899,42.266487,-71.097156,470000,3-FAM RES,DECKER
65200,15723,49477,247385,42.315012,-71.082047,175000,2-FAM RES,CONVENTIONAL
847106,204287,642819,3214094,42.3611,-71.068119,2500000,1-FAM RES,ROW-MIDDLE
847106,204287,642819,3214094,42.361094,-71.068118,2500000,1-FAM RES,ROW-MIDDLE
72163,17402,54761,273804,42.338579,-71.084077,196000,CONDOMINIUM,LOW-RISE
1178868,158001,1020867,3009568,42.353653,-71.053436,2270000,CONDOMINIUM,HIGH-RISE
89169,42084,47085,576789,42.278489,-71.118009,490000,1-FAM RES,COLONIAL
1636571,394674,1241897,6209485,42.358069,-71.071918,4375000,1-FAM RES,ROW-MIDDLE
1050005,253218,796787,3983934,42.359807,-71.072033,3050000,1-FAM RES,ROW-MIDDLE
606284,146210,460074,2300367,42.365937,-71.05585,1525000,4-8 UNIT APT,CONDO/APT
207750,50100,157650,788247,42.300982,-71.071124,650000,3-FAM RES,DECKER
64217,15486,48731,243655,42.240995,-71.137275,180000,1-FAM RES,RANCH
81487,19651,61836,309177,42.295219,-71.06073,275000,CONDOMINIUM,LOW-RISE
26080,6289,19791,98954,42.326075,-71.074956,70000,1-FAM RES,COLONIAL
115977,27968,88009,440042,42.327136,-71.100339,315000,CONDOMINIUM,DECKER
170994,41236,129758,648788,42.291083,-71.05413,535000,1-FAM RES,RANCH
351833,84847,266986,1334928,42.334389,-71.051424,1075000,1-FAM RES,ROW-END
119443,28804,90639,453191,42.312084,-71.084987,385000,1-FAM RES,COLONIAL
119889,28912,90977,454884,42.366192,-71.06722,325625,CONDOMINIUM,HIGH-RISE
115563,27869,87694,438469,42.330382,-71.112583,390000,CONDOMINIUM,ROW-MIDDLE
111118,26797,84321,421604,42.330382,-71.112583,375000,CONDOMINIUM,ROW-MIDDLE
978236,64527,913709,1725894,42.331282,-71.112658,1275000,CONDOMINIUM,ROW-MIDDLE
978236,64527,913709,1725894,42.331282,-71.112658,1275000,CONDOMINIUM,ROW-MIDDLE
978236,64527,913709,1725894,42.331282,-71.112658,1275000,CONDOMINIUM,ROW-MIDDLE
978236,64527,913709,1725894,42.331282,-71.112658,1275000,CONDOMINIUM,ROW-MIDDLE
978236,64527,913709,1725894,42.331282,-71.112658,1275000,CONDOMINIUM,ROW-MIDDLE
978236,64527,913709,1725894,42.331282,-71.112658,1275000,CONDOMINIUM,ROW-MIDDLE
978236,64527,913709,1725894,42.331282,-71.112658,1275000,CONDOMINIUM,ROW-MIDDLE
114164,27531,86633,433165,42.366192,-71.06722,320000,CONDOMINIUM,HIGH-RISE
92045,22197,69848,349239,42.366192,-71.06722,250000,CONDOMINIUM,HIGH-RISE
138319,39325,98994,494970,42.293624,-71.080457,385000,3-FAM RES,DECKER
343630,82869,260761,1303804,42.346168,-71.072396,810000,1-FAM RES,ROW-MIDDLE
3506359,246650,3259709,6364192,42.340362,-71.078369,5125000,CONDOMINIUM,FREE-STANDNG
112153,27046,85107,425532,42.250769,-71.131027,290000,3-FAM RES,DECKER
394471,54918,339553,1030785,42.371504,-71.041841,850000,MXU COM+RES,RAISED CAPE
423170,102051,321119,1605593,42.316497,-71.057968,1364000,3-FAM RES,CONVENTIONAL
165137,162832,2305,2051811,42.322361,-71.058836,1825000,4-8 UNIT APT,CONDO/APT
159732,30744,128988,515952,42.301695,-71.08512,395000,3-FAM RES,DECKER
523770,40473,483297,992718,42.347308,-71.062825,760000,4-8 UNIT APT,CONDO/APT
127641,30781,96860,484299,42.25985,-71.114426,390000,2-FAM RES,TWO FAMILY
929637,246650,682987,3787470,42.356979,-71.050463,3050000,CONDOMINIUM,HIGH-RISE
5011505,401957,4609548,9668808,42.366344,-71.055942,8600000,9 + UNIT APT,CONDO/APT
1721320,415112,1306208,6531040,42.366344,-71.055942,5000000,9 + UNIT APT,CONDO/APT
309394,59550,249844,999375,42.289508,-71.124096,849000,OTHER EXEMPT,DECKER
811349,156163,655186,2620742,42.365601,-71.054436,2200000,CONDOMINIUM,LOW-RISE
235821,56870,178951,894752,42.351079,-71.169842,685000,2-FAM RES,CONVENTIONAL
220545,53186,167359,836795,42.378166,-71.038644,660000,3-FAM RES,SEMI DETACHD
212919,51347,161572,807858,42.37778,-71.062384,629000,1-FAM RES,CONVENTIONAL
109381,44404,64977,623874,42.391405,-71.001218,530000,1-FAM RES,COLONIAL
127993,63775,64218,866938,42.315479,-71.094492,675000,3-FAM RES,ROW-END
274370,75993,198377,1154868,42.297875,-71.112359,930000,3-FAM RES,CONVENTIONAL
1692618,180237,1512381,3780953,42.341568,-71.081872,3363000,4-8 UNIT APT,CONDO/APT
1428540,344505,1084035,5420172,42.357895,-71.069593,4550000,1-FAM RES,ROW-END
257519,62103,195416,977080,42.283614,-71.087276,760757,CONDOMINIUM,DECKER
257519,62103,195416,977080,42.283614,-71.087276,760757,CONDOMINIUM,DECKER
257519,62103,195416,977080,42.283614,-71.087276,760757,CONDOMINIUM,DECKER
257519,62103,195416,977080,42.283614,-71.087276,760757,CONDOMINIUM,DECKER
257519,62103,195416,977080,42.283614,-71.087276,760757,CONDOMINIUM,DECKER
257519,62103,195416,977080,42.283614,-71.087276,760757,CONDOMINIUM,DECKER
83863,20224,63639,318192,42.319567,-71.08067,240000,2-FAM RES,CONVENTIONAL
198258,47811,150447,752234,42.333958,-71.102463,530000,1-FAM RES,ROW-MIDDLE
23134,6994,16140,104181,42.289508,-71.124096,71000,CONDOMINIUM,DECKER
1325941,132312,1193629,2858991,42.354474,-71.128624,2400000,2-FAM RES,DUPLEX
43019,10374,32645,163226,42.339795,-71.15247,95000,CONDOMINIUM,LOW-RISE
341266,82299,258967,1294833,42.352903,-71.163427,1100000,3-FAM RES,CONVENTIONAL
125586,30286,95300,476498,42.381446,-71.014806,400000,1-FAM RES,COLONIAL
1866535,293602,1572933,5268378,42.31037,-71.06088,3892000,9 + UNIT APT,CONDO/APT
82670,19936,62734,313667,42.331391,-71.039717,221000,CONDOMINIUM,ROW-END
91493,22064,69429,347144,42.331391,-71.039717,248500,CONDOMINIUM,ROW-END
77912,44767,33145,596610,42.293786,-71.155285,450000,2-FAM RES,TWO FAMILY
353676,85292,268384,1341918,42.369018,-71.036135,1140000,3-FAM RES,SEMI DETACHD
284835,62957,221878,1014297,42.342502,-71.083713,800000,CONDOMINIUM,ROW-END
495405,119471,375934,1879668,42.350155,-71.088389,1550000,CONDOMINIUM,ROW-MIDDLE
180735,24815,155920,468257,42.27485,-71.167073,300800,1-FAM RES,CONVENTIONAL
974829,235088,739741,3698701,42.340049,-71.159,3050000,3-FAM RES,ROW-END
260801,62894,197907,989535,42.367283,-71.052961,656000,CONDOMINIUM,MID-RISE
719664,112548,607116,2023720,42.345375,-71.089682,1300000,4-8 UNIT APT,CONDO/APT
249301,60121,189180,945897,42.338026,-71.072592,780000,CONDOMINIUM,MID-RISE
542216,130760,411456,2057277,42.350246,-71.080415,1575000,CONDOMINIUM,MID-RISE
260487,62818,197669,988341,42.350246,-71.080415,815000,CONDOMINIUM,MID-RISE
506569,122163,384406,1922028,42.350246,-71.080415,1495000,CONDOMINIUM,MID-RISE
3075978,169715,2906263,5042395,42.343679,-71.076798,4485000,CONDOMINIUM,FREE-STANDNG
76188,18373,57815,289074,42.250935,-71.120712,228000,1-FAM RES,COLONIAL
134187,32360,101827,509135,42.339075,-71.047424,410000,CONDOMINIUM,MID-RISE
88438,21327,67111,335551,42.328044,-71.077981,261000,2-FAM RES,SEMI DETACHD
66391,16010,50381,251902,42.288526,-71.076468,190000,3-FAM RES,DECKER
973678,234811,738867,3694335,42.353823,-71.062232,2975000,CONDOMINIUM,HIGH-RISE
1876635,138124,1738511,3477022,42.353258,-71.074211,2800000,CONDOMINIUM,ROW-MIDDLE
531760,128238,403522,2017608,42.345021,-71.070212,1375000,CONDOMINIUM,MID-RISE
2481935,598541,1883394,9416969,42.353957,-71.078032,8000000,CONDOMINIUM,ROW-MIDDLE
2481935,598541,1883394,9416969,42.353957,-71.078032,8000000,CONDOMINIUM,ROW-MIDDLE
3777558,100732,3676826,4944697,42.350758,-71.081421,3900000,CONDOMINIUM,ROW-MIDDLE
269110,51796,217314,869255,42.38204,-71.032162,700000,2-FAM RES,TWO FAMILY
504581,121684,382897,1914485,42.33125,-71.035144,1510000,3-FAM RES,DECKER
612326,117856,494470,1977879,42.330684,-71.033093,1560000,1-FAM RES,COLONIAL
437829,268717,169112,3551346,42.350889,-71.080611,2100000,CONDOMINIUM,ROW-MIDDLE
1039310,250639,788671,3943355,42.32668,-71.091075,3350000,SUBSDZ HSNG,DECKER
310242,74817,235425,1177121,42.340114,-71.159491,1000000,CONDOMINIUM,ROW-MIDDLE
1031554,248768,782786,3913927,42.357347,-71.072338,3325000,CONDOMINIUM,MID-RISE
735117,177280,557837,2789184,42.351411,-71.08114,2300000,CONDOMINIUM,ROW-MIDDLE
922281,222416,699865,3499324,42.351438,-71.081035,2760000,CONDOMINIUM,ROW-MIDDLE
332715,200135,132580,2651602,42.362778,-71.055672,2000000,MXU RES+COM,RAISED CAPE
743220,104922,638298,1958914,42.237072,-71.131051,1335000,9 + UNIT APT,CONDO/APT
153062,36912,116150,580748,42.281113,-71.065469,385000,2-FAM RES,CONVENTIONAL
144325,21339,122986,391576,42.322721,-71.104867,277000,CONDOMINIUM,LOW-RISE
319104,76954,242150,1210748,42.379547,-71.032346,975000,3-FAM RES,DECKER
207750,50100,157650,788247,42.375229,-71.034762,650000,3-FAM RES,DECKER
222236,53594,168642,843209,42.282491,-71.151351,750000,2-FAM RES,CONVENTIONAL
294833,71101,223732,1118658,42.341211,-71.079929,995000,CONDOMINIUM,ROW-END
150955,36404,114551,572753,42.356373,-71.156803,410000,2-FAM RES,CONVENTIONAL
266684,64313,202371,1011852,42.333686,-71.049453,900000,1-FAM RES,SEMI DETACHD
277666,66961,210705,1053523,42.365953,-71.031158,895000,3-FAM RES,SEMI DETACHD
101131,24388,76743,383714,42.274341,-71.088519,309000,2-FAM RES,TWO FAMILY
452975,48234,404741,1011852,42.280944,-71.065641,900000,2-FAM RES,CONVENTIONAL
76347,18411,57936,289679,42.312794,-71.07478,214000,3-FAM RES,CONVENTIONAL
555525,106697,448828,1791780,42.340494,-71.080242,1267500,4-8 UNIT APT,CONDO/APT
102723,24772,77951,389751,42.346337,-71.138814,279000,CONDOMINIUM,LOW-RISE
139343,26819,112524,450094,42.237023,-71.130867,355000,1-FAM RES,CONDO/APT
212973,88794,124179,1241793,42.278884,-71.159535,1000000,MXU RES+COM,RAISED CAPE
914948,220648,694300,3471501,42.278849,-71.066349,2100000,CONDOMINIUM,LOW-RISE
440225,106164,334061,1670303,42.319585,-71.06061,1377355,3-FAM RES,DECKER
331869,80033,251836,1259178,42.336127,-71.03756,1014000,3-FAM RES,ROW-MIDDLE
33666,8118,25548,127737,42.341597,-71.051535,90000,COM PDV LAND,CONVENTIONAL
60676,14632,46044,230219,42.333912,-71.051312,176250,1-FAM RES,ROW-MIDDLE
1967940,474586,1493354,7466766,42.353653,-71.053436,4950000,CONDOMINIUM,HIGH-RISE
167095,32310,134785,541457,42.321459,-71.072335,400000,MXU COM+RES,RAISED CAPE
130925,31573,99352,496758,42.27052,-71.094815,350000,2-FAM RES,CONVENTIONAL
184419,44474,139945,699721,42.280347,-71.086915,577000,3-FAM RES,DECKER
150785,36363,114422,572108,42.358102,-71.062597,445000,CONDOMINIUM,MID-RISE
266684,64313,202371,1011852,42.375926,-71.03224,900000,3-FAM RES,DECKER
360081,56313,303768,1012559,42.307128,-71.083648,850000,3-FAM RES,SEMI DETACHD
2683246,282859,2400387,5960609,42.34836,-71.069862,4800000,4-8 UNIT APT,CONDO/APT
285423,68832,216591,1082951,42.343433,-71.081947,920000,CONDOMINIUM,ROW-MIDDLE
213862,51574,162288,811437,42.37868,-71.038805,640000,3-FAM RES,SEMI DETACHD
150338,36255,114083,570415,42.279104,-71.125069,449900,1-FAM RES,CAPE COD
644319,155383,488936,2444679,42.344714,-71.077656,1750000,2-FAM RES,ROW-MIDDLE
1877810,276503,1601307,5081535,42.344714,-71.077656,3832803,2-FAM RES,ROW-MIDDLE
222236,53594,168642,843209,42.334329,-71.044845,750000,1-FAM RES,COLONIAL
100154,55157,44997,739241,42.379609,-71.038299,575000,3-FAM RES,SEMI DETACHD
443956,107064,336892,1684460,42.322406,-71.058967,1431000,3-FAM RES,DECKER
1345009,210347,1134662,3782207,42.34999,-71.06795,3175000,CONDOMINIUM,TOWNHOUSE
217051,49615,167436,791929,42.320773,-71.060302,525000,3-FAM RES,DECKER
435372,23380,411992,706272,42.376108,-71.037701,600000,2-FAM RES,SEMI DETACHD
703748,169715,534033,2670165,42.360288,-71.065957,2375000,1-FAM RES,ROW-MIDDLE
149382,23390,125992,420403,42.286238,-71.045345,327000,CONDOMINIUM,FREE-STANDNG
261851,63147,198704,993517,42.347341,-71.05033,700000,CONDOMINIUM,MID-RISE
266684,64313,202371,1011852,42.341673,-71.151395,900000,3-FAM RES,ROW-END
126005,30387,95618,478090,42.373328,-71.061249,385000,CONDOMINIUM,TOWNHOUSE
366354,130930,235424,1883393,42.291749,-71.122463,1600000,4-8 UNIT APT,CONDO/APT
2531071,47322,2483749,3079372,42.331766,-71.042591,2585000,3-FAM RES,DECKER
643158,155103,488055,2440271,42.347341,-71.05033,1900000,CONDOMINIUM,MID-RISE
1250572,44791,1205781,1769555,42.347341,-71.05033,1425000,CONDOMINIUM,MID-RISE
470947,113573,357374,1786869,42.377449,-71.038252,1500000,3-FAM RES,CONDO/APT
583271,21509,561762,832490,42.351397,-71.1413,615000,2-FAM RES,CONVENTIONAL
155999,37620,118379,591891,42.293477,-71.163951,350000,1-FAM RES,COLONIAL
139529,33648,105881,529403,42.358697,-71.140383,373000,CONDOMINIUM,DUPLEX
718000,173152,544848,2724238,42.355213,-71.062168,1750000,GEN OFFICE,CONDO/APT
1003117,241910,761207,3806032,42.354019,-71.078159,3195000,CONDOMINIUM,ROW-MIDDLE
1003117,241910,761207,3806032,42.354019,-71.078159,3195000,CONDOMINIUM,ROW-MIDDLE
98875,39285,59590,554059,42.336189,-71.03732,437000,CONDOMINIUM,FREE-STANDNG
0,0,0,1,42.336189,-71.03732,1,CONDOMINIUM,FREE-STANDNG
837090,201871,635219,3176091,42.339999,-71.079895,2825000,4-8 UNIT APT,CONDO/APT
2160780,332089,1828691,6008557,42.34974,-71.130708,4600000,MXU RES+COM,CONDO/APT
242192,58406,183786,918927,42.378935,-71.031885,740000,3-FAM RES,DECKER
240556,58012,182544,912718,42.332866,-71.052229,735000,1-FAM RES,ROW-END
7016425,830224,6186201,16635866,42.35133,-71.081454,12736000,1-FAM RES,ROW-MIDDLE
314147,68272,245875,1105196,42.333218,-71.050263,890000,1-FAM RES,SEMI DETACHD
574301,138497,435804,2179017,42.366097,-71.051114,1485000,CONDOMINIUM,ROW-MIDDLE
170997,53085,117912,786080,42.33536,-71.050797,620000,CONDOMINIUM,LOW-RISE
1330271,45918,1284353,1862312,42.345314,-71.077252,1450000,CONDOMINIUM,ROW-MIDDLE
1582683,381678,1201005,6005021,42.336138,-71.051341,3495000,CONDOMINIUM,DECKER
299693,72273,227420,1137099,42.31732,-71.089952,966000,2-FAM RES,CONVENTIONAL
343651,82874,260777,1303883,42.353972,-71.078326,1050000,CONDOMINIUM,ROW-MIDDLE
801853,193374,608479,3042394,42.353972,-71.078326,2450000,CONDOMINIUM,ROW-MIDDLE
606880,94644,512236,1703482,42.336131,-71.037318,1430000,3-FAM RES,SEMI DETACHD
220905,89047,131858,1252656,42.336131,-71.037318,988000,3-FAM RES,SEMI DETACHD
104828,25280,79548,397740,42.379299,-71.033012,300000,CONDOMINIUM,CONVENTIONAL
26400,6366,20034,100169,42.366536,-71.03635,74000,CONDOMINIUM,DECKER
102570,24735,77835,389172,42.365876,-71.03122,287500,3-FAM RES,ROW-END
94990,22907,72083,360415,42.38144,-71.037528,258000,3-FAM RES,DECKER
2582,622,1960,9796,42.377699,-71.031079,7500,3-FAM RES,SEMI DETACHD
214116,49717,164399,790177,42.345143,-71.076804,596000,CONDOMINIUM,ROW-MIDDLE
253034,61021,192013,960062,42.377485,-71.033736,735000,3-FAM RES,SEMI DETACHD
399520,96347,303173,1515861,42.333245,-71.051819,1250000,2-FAM RES,CONVENTIONAL
500958,62377,438581,1223693,42.351219,-71.081508,904000,CONDOMINIUM,ROW-MIDDLE
1091675,263267,828408,4142040,42.353949,-71.078409,3225000,CONDOMINIUM,ROW-MIDDLE
61722,14884,46838,234186,42.301874,-71.064322,165000,3-FAM RES,DECKER
762395,183858,578537,2892685,42.345453,-71.061615,2250000,GEN OFFICE,CONDO/APT
176021,42449,133572,667863,42.37772,-71.031021,520000,3-FAM RES,SEMI DETACHD
1192691,287628,905063,4525313,42.350017,-71.081233,3000000,MXU COM+RES,CONDO/APT
209413,50501,158912,794556,42.380549,-71.036099,675000,2-FAM RES,TWO FAMILY
240984,58115,182869,914345,42.374972,-71.036005,700000,4-8 UNIT APT,CONDO/APT
89191,21509,67682,338410,42.374844,-71.034929,250000,3-FAM RES,DECKER
284343,68571,215772,1078857,42.374972,-71.036005,840000,4-8 UNIT APT,CONDO/APT
935647,225639,710008,3550039,42.358125,-71.062544,2800000,CONDOMINIUM,MID-RISE
128133,101454,26679,1303640,42.377742,-71.030964,1075000,3-FAM RES,DECKER
220275,62626,157649,788247,42.250505,-71.116293,650000,2-FAM RES,TWO FAMILY
279350,79421,199928,999643,42.330669,-71.039938,805000,2-FAM RES,SEMI DETACHD
204999,49437,155562,777810,42.368544,-71.035528,605000,3-FAM RES,DECKER
78310,48963,29347,645634,42.351335,-71.153604,440000,2-FAM RES,CONVENTIONAL
165730,11658,154072,300807,42.314978,-71.077326,205000,3-FAM RES,DECKER
54447,42361,12086,545275,42.289557,-71.058419,485000,1-FAM RES,ROW-MIDDLE
3880858,388458,3492400,8381758,42.353653,-71.053436,6000000,CONDOMINIUM,HIGH-RISE
82256,19836,62420,312097,42.284978,-71.096012,243000,1-FAM RES,COLONIAL
271462,65465,205997,1029981,42.297495,-71.086307,875000,3-FAM RES,DECKER
29111,7020,22091,110454,42.321983,-71.07196,86000,1-FAM RES,COLONIAL
958849,231235,727614,3638067,42.332832,-71.071378,3000000,1-FAM RES,ROW-MIDDLE
182234,43947,138287,691432,42.294159,-71.081752,615000,3-FAM RES,CONVENTIONAL
129930,22161,107769,386700,42.32012,-71.05595,305000,CONDOMINIUM,DECKER
246171,59366,186805,934024,42.317508,-71.107851,600000,3-FAM RES,DECKER
635982,122409,513573,2054292,42.344836,-71.074333,1400000,2-FAM RES,ROW-MIDDLE
251083,130233,120850,1760038,42.33087,-71.098395,1369000,3-FAM RES,DECKER
67700,16326,51374,256870,42.312673,-71.097618,200000,2-FAM RES,CONVENTIONAL
1898264,457783,1440481,7202402,42.364717,-71.052802,5800000,MXU COM+RES,CONDO/APT
478816,35714,443102,892625,42.333151,-71.048127,695000,CONDOMINIUM,FREE-STANDNG
687228,165731,521497,2607485,42.360786,-71.064351,1675000,BOARDING HSE,CONDO/APT
121494,23384,98110,392437,42.281385,-71.091379,296000,3-FAM RES,DECKER
184867,44582,140285,701423,42.324915,-71.057581,465000,3-FAM RES,DECKER
400272,77041,323231,1292922,42.319876,-71.065971,1150000,3-FAM RES,DECKER
249549,74078,175471,1107859,42.290612,-71.065667,930000,3-FAM RES,DECKER
197958,131668,66290,1723541,42.343474,-71.074063,1300000,1-FAM RES,SEMI DETACHD
178959,43157,135802,679010,42.367775,-71.038069,570000,2-FAM RES,TWO FAMILY
284458,68599,215859,1079293,42.369984,-71.040129,890000,2-FAM RES,SEMI DETACHD
142161,31133,111028,502890,42.322559,-71.078061,385000,2-FAM RES,CONVENTIONAL
83761,20199,63562,317808,42.322559,-71.078061,227500,2-FAM RES,CONVENTIONAL
50297,12129,38168,190840,42.377148,-71.037213,135000,2-FAM RES,SEMI DETACHD
480875,115967,364908,1824537,42.375435,-71.058075,1550000,3-FAM RES,DECKER
123025,76485,46540,1009225,42.315629,-71.060073,785000,3-FAM RES,DECKER
33059,29906,3153,379571,42.244062,-71.122895,313000,1-FAM RES,CAPE COD
236515,57037,179478,897389,42.288314,-71.070178,740000,2-FAM RES,CONVENTIONAL
2347473,566114,1781359,8906795,42.357984,-71.069643,7025000,1-FAM RES,ROW-MIDDLE
92948,22415,70533,352663,42.285337,-71.058721,266000,1-FAM RES,COLONIAL
188574,45476,143098,715486,42.385283,-71.018656,590000,2-FAM RES,TWO FAMILY
341889,82449,259440,1297197,42.358783,-71.14047,1010000,3-FAM RES,CONVENTIONAL
156369,37709,118660,593296,42.317436,-71.055464,447500,2-FAM RES,CONVENTIONAL
41236,9944,31292,156459,42.305377,-71.069637,112000,2-FAM RES,DUPLEX
274169,77911,196258,1176893,42.331361,-71.108449,901000,2-FAM RES,DECKER
51545,12430,39115,195574,42.284669,-71.096094,140000,2-FAM RES,TWO FAMILY
384371,92694,291677,1458381,42.352207,-71.068581,1100000,CONDOMINIUM,HIGH-RISE
3528706,850979,2677727,13388633,42.352207,-71.068581,10250000,CONDOMINIUM,HIGH-RISE
3057515,737347,2320168,11600837,42.352207,-71.068581,6351968,CONDOMINIUM,HIGH-RISE
295645,71297,224348,1121737,42.373844,-71.033285,925000,3-FAM RES,DECKER
218368,42030,176338,705352,42.333065,-71.050539,540000,2-FAM RES,SEMI DETACHD
67274,52252,15022,672697,42.377695,-71.033715,515000,3-FAM RES,DECKER
208279,50228,158051,790255,42.274196,-71.160508,605000,2-FAM RES,TWO FAMILY
351970,100067,251902,1259511,42.314844,-71.108181,950000,1-FAM RES,CONVENTIONAL
2543114,613295,1929819,9649097,42.350624,-71.081569,8100000,4-8 UNIT APT,CONDO/APT
354096,85393,268703,1343514,42.332885,-71.05191,1195000,3-FAM RES,SEMI DETACHD
310386,74852,235534,1177669,42.353939,-71.077741,870000,CONDOMINIUM,ROW-MIDDLE
3687949,709832,2978117,11912466,42.351154,-71.082081,10000000,MXU RES+COM,RAISED CAPE
397564,95876,301688,1508437,42.340886,-71.080658,1000000,1-FAM RES,SEMI DETACHD
574073,111869,462204,1870257,42.301967,-71.077594,1570000,3-FAM RES,ROW-MIDDLE
1198039,58016,1140023,1870257,42.301913,-71.077539,1570000,RES UDV LAND,ROW-MIDDLE
574073,111869,462204,1870257,42.301862,-71.077488,1570000,3-FAM RES,ROW-MIDDLE
175820,42400,133420,667098,42.277905,-71.146619,560000,1-FAM RES,COLONIAL
251172,60572,190600,952997,42.37929,-71.031481,800000,1-FAM RES,CONDO/APT
87356,21066,66290,331450,42.32739,-71.10826,250000,CONDOMINIUM,MID-RISE
184810,100489,84321,1349136,42.332863,-71.051886,1200000,3-FAM RES,CONVENTIONAL
746726,69905,676821,1556689,42.343334,-71.064146,1150000,4-8 UNIT APT,CONDO/APT
425409,102591,322818,1614087,42.340934,-71.080725,1100000,4-8 UNIT APT,SEMI DETACHD
597215,144023,453192,2265958,42.33043,-71.035362,1925000,3-FAM RES,DECKER
293268,92584,200684,1366000,42.332333,-71.052574,1215000,3-FAM RES,SEMI DETACHD
527366,127179,400187,2000936,42.330142,-71.03306,1650000,3-FAM RES,SEMI DETACHD
106727,92673,14054,1180494,42.333921,-71.03619,1050000,2-FAM RES,SEMI DETACHD
329663,79501,250162,1250808,42.333484,-71.04651,1050000,2-FAM RES,SEMI DETACHD
516277,124504,391773,1958861,42.352033,-71.081381,1545000,CONDOMINIUM,ROW-MIDDLE
235570,56809,178761,893802,42.332863,-71.051886,795000,3-FAM RES,CONVENTIONAL
466640,112534,354106,1770526,42.347277,-71.148955,1460000,2-FAM RES,TWO FAMILY
185239,44672,140567,702835,42.336167,-71.050168,590000,1-FAM RES,COLONIAL
622262,150064,472198,2360988,42.379317,-71.03141,2100000,4-8 UNIT APT,CONDO/APT
275682,66483,209199,1045993,42.374884,-71.035787,825000,RES UDV LAND,CONDO/APT
68829,16598,52231,261153,42.301862,-71.077488,184000,3-FAM RES,ROW-MIDDLE
44889,10825,34064,170317,42.279963,-71.081626,120000,2-FAM RES,CONVENTIONAL
171714,155334,16380,1971513,42.329127,-71.100871,1655000,3-FAM RES,DECKER
158361,38190,120171,600855,42.37785,-71.030676,460000,3-FAM RES,DECKER
92072,26176,65895,329476,42.281024,-71.121401,243400,CONDOMINIUM,TOWNHOUSE
144591,34869,109722,548607,42.301808,-71.077429,420000,3-FAM RES,ROW-MIDDLE
101299,24429,76870,384349,42.346623,-71.136586,289900,CONDOMINIUM,LOW-RISE
653524,157603,495921,2479603,42.348934,-71.074349,1775000,CONDOMINIUM,HIGH-RISE
182975,44126,138849,694244,42.353283,-71.063135,540000,CONDOMINIUM,MID-RISE
263705,63594,200111,1000552,42.309346,-71.067727,850000,3-FAM RES,DECKER
3140,757,2383,11912,42.375995,-71.032162,10000,RES UDV LAND,DECKER
296213,60789,235424,1000552,42.310098,-71.090791,850000,2-FAM RES,TWO FAMILY
90557,21838,68719,343593,42.318594,-71.071848,271000,1-FAM RES,CONVENTIONAL
127846,30831,97015,485075,42.318594,-71.071848,400000,1-FAM RES,CONVENTIONAL
148916,35912,113004,565016,42.262905,-71.156244,455000,1-FAM RES,RANCH
186289,44925,141364,706816,42.287853,-71.145226,500000,1-FAM RES,COLONIAL
172680,41643,131037,655185,42.289535,-71.115124,550000,1-FAM RES,COLONIAL
374168,72017,302151,1208601,42.319509,-71.088166,1075000,3-FAM RES,SEMI DETACHD
255571,61633,193938,969686,42.344729,-71.077679,755000,CONDOMINIUM,ROW-MIDDLE
1551,374,1177,5885,42.300417,-71.052054,5000,CONDOMINIUM,DUPLEX
258955,62449,196506,982530,42.328089,-71.093283,765000,3-FAM RES,SEMI DETACHD
126939,30612,96327,481632,42.288448,-71.061827,375000,3-FAM RES,DECKER
164207,78277,85930,1071180,42.304189,-71.078433,910000,3-FAM RES,CONVENTIONAL
274718,66250,208468,1042340,42.304189,-71.078433,875000,3-FAM RES,CONVENTIONAL
219809,42307,177502,710007,42.261376,-71.162433,560000,1-FAM RES,RANCH
201948,48701,153247,766232,42.290429,-71.146531,548500,1-FAM RES,RAISED RANCH
174713,42133,132580,662900,42.358311,-71.050532,500000,CONDOMINIUM,HIGH-RISE
81322,19611,61711,308553,42.342769,-71.091398,240000,CONDOMINIUM,ROW-END
67464,16269,51195,255973,42.312877,-71.064042,189100,CONDOMINIUM,DECKER
542923,130930,411993,2059962,42.330451,-71.057257,1750000,2-FAM RES,TWO FAMILY
2247295,141645,2105650,3888482,42.342888,-71.087443,2650000,4-8 UNIT APT,CONDO/APT
306832,73995,232837,1164181,42.336299,-71.084192,960000,3-FAM RES,ROW-END
4890671,155667,4735004,6694316,42.358458,-71.069635,5125000,2-FAM RES,ROW-MIDDLE
1063961,143814,920147,2730272,42.353393,-71.07369,1810000,CONDOMINIUM,ROW-MIDDLE
272641,52476,220165,880661,42.328171,-71.088156,685000,3-FAM RES,CONVENTIONAL
263026,63431,199595,997974,42.358848,-71.128173,620000,3-FAM RES,CONVENTIONAL
